deal_id,crm_account_key,account_name,record_type,correction_reason,close_date,contract_start_date,industry,employee_band,region,plan,sales_rep,acquisition_channel,gross_contract_value_eur,contract_value_eur,discount_pct,closed_mrr_eur,sales_fit_score,beta_feature_promised,beta_feature_category
DEAL-000715-00,ACC-000715,PossiblePage Account 0715,Original,,2025-08-15,2025-09-13,Software,11-50,Netherlands,Growth,Luca Serra,Outbound,11984.97,9528.38,0.205,794.03,38.0,FALSE,
DEAL-000716-00,acc-000716,PossiblePage Account 0716,Original,,2025-05-09,2025-05-18,Financial Services,51-200,Italy,Starter,Sara Villa,Paid Search,7389.54,7030.59,0.0486,585.88,64.3,FALSE,
DEAL-000717-00,ACC-000717,PossiblePage Account 0717,Original,,2025-12-22,2026-01-19,Real Estate,11-50,Germany,Growth,Giulia Neri,Webinar,17196.76,16585.9,0.0355,1382.16,65.2,FALSE,
DEAL-000718-00, ACC-000718 ,PossiblePage Account 0718,Original,,2025-04-29,2025-05-26,Financial Services,11-50,Netherlands,Starter,Luca Serra,Partner,5555.72,5056.48,0.0899,421.37,75.6,FALSE,
DEAL-000719-00,ACC-000719,PossiblePage Account 0719,Original,,2025-07-10,2025-07-24,Nonprofit,11-50,Nordics,Scale,Marco Riva,Inbound Demo,65616.02,60947.19,0.0712,5078.93,62.5,FALSE,
DEAL-000720-00,ACC 000720,PossiblePage Account 0720,Original,,2025-08-13,2025-09-09,Software,1-10,Netherlands,Growth,Sara Villa,Webinar,17010.82,15487.11,0.0896,1290.59,97.7,FALSE,
DEAL-000721-00,acc-000721,PossiblePage Account 0721,Original,,2025-04-26,2025-05-20,Manufacturing,11-50,Italy,Growth,Riccardo Leone,Outbound,13761.85,12551.16,0.088,1045.93,80.3,FALSE,
DEAL-000722-00,acc-000722,PossiblePage Account 0722,Original,,2025-10-10,2025-10-25,Software,11-50,Italy,Growth,Luca Serra,Referral,15682.9,13969.71,0.1092,1164.14,58.4,TRUE,Advanced integrations
DEAL-000723-00,ACC-000723,PossiblePage Account 0723,Original,,2025-05-19,2025-06-11,Real Estate,11-50,Italy,Enterprise,Pietro Mancini,Webinar,138312.91,120800.47,0.1266,10066.71,64.9,FALSE,
DEAL-000724-00,ACC-000724,PossiblePage Account 0724,Original,,2025-09-05,2025-09-10,Retail,11-50,Italy,Starter,Giulia Neri,Referral,4700.43,4333.51,0.0781,361.13,69.9,FALSE,
DEAL-000725-00,ACC-000725,PossiblePage Account 0725,Original,,2025-09-29,2025-10-15,Real Estate,1-10,Nordics,Scale,Marta Fabbri,Outbound,54599.62,51176.81,0.0627,4264.73,70.1,FALSE,
DEAL-000726-00, ACC-000726 ,PossiblePage Account 0726,Original,,2025-10-23,2025-11-21,Professional Services,11-50,Germany,Growth,Giulia Neri,Inbound Demo,25650.13,22020.54,0.1415,1835.05,75.4,TRUE,Beta checkout
DEAL-000727-00,ACC 000727,PossiblePage Account 0727,Original,,2025-12-13,2025-12-14,Software,51-200,Italy,Scale,Elena Costa,Paid Search,48842.03,46277.0,0.0525,3856.42,97.5,FALSE,
DEAL-000728-00,acc-000728,PossiblePage Account 0728,Original,,2025-07-12,2025-07-29,Professional Services,51-200,Spain,Growth,Riccardo Leone,Outbound,9187.4,7527.96,0.1806,627.33,70.5,TRUE,CRM sync
DEAL-000729-00, ACC-000729 ,PossiblePage Account 0729,Original,,2025-11-29,2025-12-24,Healthcare,201-1000,Germany,Growth,Marta Fabbri,Outbound,21748.55,17806.68,0.1812,1483.89,91.4,TRUE,Beta checkout
DEAL-000730-00,ACC-000730,PossiblePage Account 0730,Original,,2025-04-20,2025-04-20,Manufacturing,1000+,Netherlands,Growth,Marco Riva,Paid Search,19602.73,18090.13,0.0772,1507.51,66.5,FALSE,
DEAL-000731-00,ACC-000731,PossiblePage Account 0731,Original,,2025-10-30,2025-11-18,Software,11-50,Nordics,Scale,Arianna Galli,Outbound,66880.13,60739.83,0.0918,5061.65,67.3,FALSE,
DEAL-000732-00, ACC-000732 ,PossiblePage Account 0732,Original,,2025-09-26,2025-10-10,Healthcare,1-10,Italy,Enterprise,Elena Costa,Partner,109547.78,89682.45,0.1813,7473.54,39.4,TRUE,AI page builder
DEAL-000733-00,ACC 000733,PossiblePage Account 0733,Original,,2025-07-01,2025-07-23,Real Estate,11-50,France,Scale,Marta Fabbri,Inbound Demo,61810.85,61434.77,0.0061,5119.56,64.2,FALSE,
DEAL-000734-00,ACC 000734,PossiblePage Account 0734,Original,,2025-10-12,2025-10-24,Financial Services,11-50,Italy,Enterprise,Marco Riva,Outbound,74050.14,61226.77,0.1732,5102.23,83.5,TRUE,Beta checkout
DEAL-000735-00, ACC-000735 ,PossiblePage Account 0735,Original,,2025-08-16,2025-08-27,Real Estate,11-50,Italy,Starter,Arianna Galli,Paid Search,5104.37,4492.29,0.1199,374.36,41.3,FALSE,
DEAL-000736-00,ACC-000736,PossiblePage Account 0736,Original,,2025-08-29,2025-08-30,Financial Services,11-50,Italy,Starter,Elena Costa,Partner,8281.92,8043.81,0.0288,670.32,82.7,FALSE,
DEAL-000737-00,ACC-000737,PossiblePage Account 0737,Original,,2025-07-09,2025-07-27,Professional Services,1-10,United Kingdom,Scale,Marta Fabbri,Partner,42489.88,42489.88,0,3540.82,67.5,FALSE,
DEAL-000738-00, ACC-000738 ,PossiblePage Account 0738,Original,,2025-06-22,2025-07-20,Software,1-10,Italy,Starter,Arianna Galli,Referral,5816.57,5503.78,0.0538,458.65,72.8,FALSE,
DEAL-000739-00, ACC-000739 ,PossiblePage Account 0739,Original,,2025-01-16,2025-01-24,Retail,51-200,Italy,Starter,Elena Costa,Referral,3977.02,3433.11,0.1368,286.09,55.9,FALSE,
DEAL-000740-00,ACC-000740,PossiblePage Account 0740,Original,,2025-04-10,2025-04-18,Education,11-50,Italy,Starter,Riccardo Leone,Partner,3234.33,2793.32,0.1364,232.78,78.1,FALSE,
DEAL-000741-00, ACC-000741 ,PossiblePage Account 0741,Original,,2025-05-21,2025-05-26,Real Estate,11-50,Italy,Growth,Arianna Galli,Webinar,14121.9,11887.06,0.1583,990.59,81.9,FALSE,
DEAL-000742-00,ACC-000742,PossiblePage Account 0742,Original,,2025-07-14,2025-07-15,Real Estate,51-200,Nordics,Starter,Arianna Galli,Inbound Demo,8594.51,7727.81,0.1008,643.98,90.7,FALSE,
DEAL-000743-00,ACC-000743,PossiblePage Account 0743,Original,,2025-11-20,2025-12-14,Manufacturing,201-1000,Italy,Starter,Nina Poli,Outbound,7173.17,6074.74,0.1531,506.23,60.4,FALSE,
DEAL-000744-00,ACC 000744,PossiblePage Account 0744,Original,,2025-01-21,2025-02-12,Software,51-200,Spain,Starter,Riccardo Leone,Inbound Demo,6309.35,5044.06,0.2005,420.34,43.2,TRUE,Beta checkout
DEAL-000745-00,acc-000745,PossiblePage Account 0745,Original,,2025-01-04,2025-01-11,Software,11-50,Nordics,Growth,Giulia Neri,Inbound Demo,12876.25,11717.21,0.09,976.43,56.3,FALSE,
DEAL-000746-00, ACC-000746 ,PossiblePage Account 0746,Original,,2025-11-11,2025-11-19,Healthcare,201-1000,Italy,Growth,Pietro Mancini,Outbound,18474.75,17057.37,0.0767,1421.45,58.0,FALSE,
DEAL-000747-00,ACC-000747,PossiblePage Account 0747,Original,,2025-06-19,2025-07-04,Real Estate,11-50,Spain,Scale,Pietro Mancini,Outbound,26309.83,22934.96,0.1283,1911.25,42.3,FALSE,
DEAL-000748-00,ACC 000748,PossiblePage Account 0748,Original,,2025-02-07,2025-02-18,Healthcare,51-200,Italy,Enterprise,Marco Riva,Inbound Demo,138488.14,119996.76,0.1335,9999.73,73.8,FALSE,
DEAL-000749-00,acc-000749,PossiblePage Account 0749,Original,,2025-06-05,2025-06-17,Software,11-50,Spain,Starter,Sara Villa,Outbound,5412.25,4642.68,0.1422,386.89,94.5,FALSE,
DEAL-000750-00, ACC-000750 ,PossiblePage Account 0750,Original,,2025-01-13,2025-02-03,Hospitality,1000+,France,Starter,Marco Riva,Inbound Demo,8326.33,7828.42,0.0598,652.37,80.5,FALSE,
DEAL-000751-00,ACC 000751,PossiblePage Account 0751,Original,,2025-05-17,2025-06-02,Healthcare,201-1000,Italy,Growth,Nina Poli,Inbound Demo,19825.44,16575.84,0.1639,1381.32,75.1,TRUE,CRM sync
DEAL-000751-01,ACC-000751,PossiblePage Account 0751,Correction,SalesOps value correction,2025-05-25,2025-06-02,Healthcare,201-1000,Italy,Growth,Nina Poli,Inbound Demo,19688.61,17043.2,0.1344,1420.27,75.1,TRUE,CRM sync
DEAL-000752-00,acc-000752,PossiblePage Account 0752,Original,,2025-12-09,2025-12-28,Healthcare,51-200,France,Growth,Arianna Galli,Webinar,25318.89,24755.71,0.0222,2062.98,71.6,FALSE,
DEAL-000753-00,ACC-000753,PossiblePage Account 0753,Original,,2025-07-14,2025-08-04,Software,51-200,Italy,Growth,Marco Riva,Inbound Demo,13641.69,11577.51,0.1513,964.79,49.0,FALSE,
DEAL-000754-00,ACC-000754,PossiblePage Account 0754,Original,,2025-06-05,2025-06-22,Software,51-200,Spain,Growth,Marco Riva,Inbound Demo,24954.93,21360.15,0.1441,1780.01,47.4,FALSE,
DEAL-000755-00,ACC-000755,PossiblePage Account 0755,Original,,2025-07-26,2025-07-28,Real Estate,11-50,Netherlands,Starter,Pietro Mancini,Inbound Demo,3263.55,2801.72,0.1415,233.48,55.1,TRUE,Dynamic forms
DEAL-000756-00,ACC-000756,PossiblePage Account 0756,Original,,2025-12-31,2026-01-30,Professional Services,11-50,Spain,Growth,Elena Costa,Outbound,23697.98,22044.5,0.0698,1837.04,79.2,FALSE,
DEAL-000757-00, ACC-000757 ,PossiblePage Account 0757,Original,,2025-07-26,2025-08-22,Hospitality,11-50,Netherlands,Starter,Elena Costa,Inbound Demo,6093.14,6051.56,0.0068,504.3,79.0,FALSE,
DEAL-000758-00,ACC 000758,PossiblePage Account 0758,Original,,2025-12-25,2025-12-26,Hospitality,11-50,France,Scale,Marco Riva,Inbound Demo,36142.93,31740.79,0.1218,2645.07,26.8,FALSE,
DEAL-000759-00,ACC-000759,PossiblePage Account 0759,Original,,2025-12-14,2025-12-25,Software,11-50,Italy,Starter,Elena Costa,Inbound Demo,5929.53,5072.37,0.1446,422.7,86.2,FALSE,
DEAL-000760-00,ACC-000760,PossiblePage Account 0760,Original,,2025-09-11,2025-09-14,Hospitality,11-50,Spain,Scale,Marta Fabbri,Outbound,65254.22,57920.15,0.1124,4826.68,69.7,FALSE,
DEAL-000761-00,ACC-000761,PossiblePage Account 0761,Original,,2025-05-14,2025-05-19,Retail,1-10,France,Growth,Arianna Galli,Inbound Demo,21737.08,16602.47,0.2362,1383.54,32.0,TRUE,Dynamic forms
DEAL-000762-00,ACC-000762,PossiblePage Account 0762,Original,,2025-07-29,2025-08-09,Healthcare,11-50,Italy,Starter,Riccardo Leone,Outbound,8832.22,7687.66,0.1296,640.64,75.2,FALSE,
DEAL-000763-00,ACC 000763,PossiblePage Account 0763,Original,,2025-02-23,2025-02-25,Retail,201-1000,Italy,Growth,Marta Fabbri,Outbound,20603.18,17352.1,0.1578,1446.01,44.2,FALSE,
DEAL-000764-00, ACC-000764 ,PossiblePage Account 0764,Original,,2025-05-04,2025-05-11,Healthcare,201-1000,Nordics,Scale,Luca Serra,Outbound,48658.58,40473.36,0.1682,3372.78,52.4,FALSE,
DEAL-000765-00,acc-000765,PossiblePage Account 0765,Original,,2025-03-04,2025-03-18,Education,11-50,Italy,Scale,Pietro Mancini,Referral,68116.03,68116.03,0,5676.34,62.2,FALSE,
DEAL-000766-00,ACC 000766,PossiblePage Account 0766,Original,,2025-12-22,2025-12-26,Retail,201-1000,Italy,Starter,Luca Serra,Outbound,5917.51,4723.94,0.2017,393.66,95.2,FALSE,
DEAL-000767-00,ACC-000767,PossiblePage Account 0767,Original,,2025-11-01,2025-11-05,Real Estate,1-10,Italy,Starter,Elena Costa,Webinar,3080.26,2681.06,0.1296,223.42,58.5,TRUE,Advanced integrations
DEAL-000768-00,ACC 000768,PossiblePage Account 0768,Original,,2025-12-16,2025-12-25,Nonprofit,11-50,Netherlands,Growth,Sara Villa,Webinar,13364.82,11123.32,0.1677,926.94,64.4,TRUE,AI page builder
DEAL-000769-00,ACC-000769,PossiblePage Account 0769,Original,,2025-12-21,2026-01-02,Manufacturing,1-10,France,Scale,Nina Poli,Partner,47278.93,39049.61,0.1741,3254.13,33.3,FALSE,
DEAL-000770-00,acc-000770,PossiblePage Account 0770,Original,,2025-01-24,2025-02-11,Financial Services,11-50,Nordics,Scale,Marco Riva,Referral,49331.3,46052.36,0.0665,3837.7,91.3,FALSE,
DEAL-000771-00,ACC-000771,PossiblePage Account 0771,Original,,2025-06-24,2025-06-26,Retail,201-1000,Italy,Scale,Luca Serra,Outbound,51609.98,41072.09,0.2042,3422.67,40.0,FALSE,
DEAL-000772-00,ACC 000772,PossiblePage Account 0772,Original,,2025-02-05,2025-02-07,Financial Services,11-50,Spain,Enterprise,Marta Fabbri,Outbound,132955.46,124534.91,0.0633,10377.91,37.7,FALSE,
DEAL-000773-00,ACC 000773,PossiblePage Account 0773,Original,,2025-08-31,2025-09-10,Software,51-200,Nordics,Scale,Pietro Mancini,Inbound Demo,37371.2,36144.71,0.0328,3012.06,75.7,FALSE,
DEAL-000774-00, ACC-000774 ,PossiblePage Account 0774,Original,,2025-05-23,2025-05-25,Professional Services,1000+,United Kingdom,Enterprise,Riccardo Leone,Outbound,160999.57,120545.82,0.2513,10045.49,40.9,FALSE,
DEAL-000775-00,ACC-000775,PossiblePage Account 0775,Original,,2025-12-21,2025-12-25,Software,11-50,Spain,Growth,Marco Riva,Outbound,24569.82,21066.32,0.1426,1755.53,81.5,FALSE,
DEAL-000776-00,ACC-000776,PossiblePage Account 0776,Original,,2025-10-19,2025-11-14,Nonprofit,1-10,United Kingdom,Scale,Nina Poli,Inbound Demo,32972.21,30284.63,0.0815,2523.72,68.5,FALSE,
DEAL-000777-00,ACC-000777,PossiblePage Account 0777,Original,,2025-03-27,2025-04-19,Software,1-10,Nordics,Scale,Luca Serra,Webinar,48196.84,45458.75,0.0568,3788.23,73.9,TRUE,CRM sync
DEAL-000778-00,ACC 000778,PossiblePage Account 0778,Original,,2025-10-19,2025-11-01,Hospitality,1-10,Italy,Growth,Elena Costa,Partner,12628.22,10958.69,0.1322,913.22,70.4,FALSE,
DEAL-000779-00,ACC-000779,PossiblePage Account 0779,Original,,2025-02-27,2025-03-28,Retail,201-1000,Italy,Growth,Riccardo Leone,Referral,20372.42,17755.56,0.1285,1479.63,53.2,FALSE,
DEAL-000780-00,ACC-000780,PossiblePage Account 0780,Original,,2025-01-05,2025-01-10,Hospitality,1-10,Italy,Growth,Giulia Neri,Webinar,12152.22,11059.09,0.09,921.59,68.4,FALSE,
DEAL-000781-00,ACC 000781,PossiblePage Account 0781,Original,,2025-01-11,2025-02-03,Financial Services,51-200,Germany,Growth,Marco Riva,Paid Search,17499.57,14934.52,0.1466,1244.54,93.4,FALSE,
DEAL-000782-00,acc-000782,PossiblePage Account 0782,Original,,2025-10-03,2025-10-21,Hospitality,51-200,Spain,Scale,Marta Fabbri,Outbound,39417.28,33216.59,0.1573,2768.05,55.8,TRUE,Dynamic forms
DEAL-000783-00,ACC-000783,PossiblePage Account 0783,Original,,2025-05-27,2025-06-16,Financial Services,1-10,France,Growth,Elena Costa,Paid Search,9906.67,9196.14,0.0717,766.34,32.3,FALSE,
DEAL-000784-00,ACC-000784,PossiblePage Account 0784,Original,,2025-08-15,2025-08-31,Hospitality,51-200,Italy,Growth,Marta Fabbri,Paid Search,10291.33,8485.76,0.1754,707.15,57.8,TRUE,AI page builder
DEAL-000785-00, ACC-000785 ,PossiblePage Account 0785,Original,,2025-08-21,2025-09-20,Financial Services,201-1000,Italy,Starter,Marco Riva,Outbound,3330.63,2873.22,0.1373,239.43,41.5,FALSE,
DEAL-000786-00,ACC-000786,PossiblePage Account 0786,Original,,2025-01-19,2025-02-13,Professional Services,51-200,Italy,Starter,Marco Riva,Webinar,5019.14,4116.91,0.1798,343.08,45.2,TRUE,Beta checkout
DEAL-000787-00,ACC-000787,PossiblePage Account 0787,Original,,2025-07-21,2025-07-28,Software,1-10,Italy,Scale,Marco Riva,Referral,52017.6,47412.46,0.0885,3951.04,90.0,TRUE,CRM sync
DEAL-000787-01, ACC-000787 ,PossiblePage Account 0787,Correction,SalesOps value correction,2025-08-05,2025-07-28,Software,1-10,Italy,Scale,Marco Riva,Referral,51933.11,45252.07,0.2016,3771.01,90.0,TRUE,CRM sync
DEAL-000788-00,ACC-000788,PossiblePage Account 0788,Original,,2025-10-06,2025-10-29,Financial Services,11-50,Italy,Growth,Riccardo Leone,Paid Search,24018.58,22596.28,0.0592,1883.02,70.5,FALSE,
DEAL-000789-00,acc-000789,PossiblePage Account 0789,Original,,2025-12-06,2025-12-29,Retail,11-50,Italy,Starter,Nina Poli,Inbound Demo,8679.21,7170.12,0.1739,597.51,36.8,TRUE,Advanced integrations
DEAL-000790-00, ACC-000790 ,PossiblePage Account 0790,Original,,2025-11-19,2025-11-22,Education,1-10,Spain,Starter,Pietro Mancini,Inbound Demo,4752.08,3832.17,0.1936,319.35,39.3,TRUE,Advanced integrations
DEAL-000791-00,ACC 000791,PossiblePage Account 0791,Original,,2025-10-28,2025-11-08,Real Estate,51-200,Spain,Enterprise,Nina Poli,Partner,170085.87,147262.08,0.1342,12271.84,83.3,FALSE,
DEAL-000792-00,ACC-000792,PossiblePage Account 0792,Original,,2025-07-15,2025-07-27,Software,1000+,Italy,Scale,Elena Costa,Inbound Demo,55284.58,46410.58,0.1605,3867.55,47.6,FALSE,
DEAL-000793-00,ACC-000793,PossiblePage Account 0793,Original,,2025-12-23,2026-01-01,Real Estate,11-50,Spain,Starter,Pietro Mancini,Outbound,7725.76,5901.44,0.2361,491.79,25.9,TRUE,Beta checkout
DEAL-000794-00,acc-000794,PossiblePage Account 0794,Original,,2025-01-29,2025-02-12,Nonprofit,11-50,Italy,Growth,Sara Villa,Outbound,24831.57,21527.15,0.1331,1793.93,71.9,FALSE,
DEAL-000795-00,ACC 000795,PossiblePage Account 0795,Original,,2025-12-16,2025-12-29,Software,1-10,Italy,Growth,Luca Serra,Paid Search,25601.7,20139.8,0.2133,1678.32,29.1,FALSE,
DEAL-000796-00,acc-000796,PossiblePage Account 0796,Original,,2025-10-05,2025-10-21,Education,11-50,France,Growth,Arianna Galli,Outbound,24118.89,20718.34,0.141,1726.53,72.8,TRUE,CRM sync
DEAL-000797-00,ACC 000797,PossiblePage Account 0797,Original,,2025-05-21,2025-06-12,Professional Services,51-200,Germany,Growth,Elena Costa,Outbound,19679.04,17253.88,0.1232,1437.82,66.0,FALSE,
DEAL-000797-01,ACC 000797,PossiblePage Account 0797,Correction,SalesOps value correction,2025-06-03,2025-06-12,Professional Services,51-200,Germany,Growth,Elena Costa,Outbound,20196.47,16826.17,0.1669,1402.18,66.0,FALSE,
DEAL-000798-00, ACC-000798 ,PossiblePage Account 0798,Original,,2025-10-17,2025-10-24,Hospitality,51-200,Netherlands,Growth,Sara Villa,Referral,9750.29,8980.49,0.079,748.37,39.2,FALSE,
DEAL-000799-00,ACC-000799,PossiblePage Account 0799,Original,,2025-11-18,2025-11-27,Nonprofit,51-200,Germany,Growth,Luca Serra,Paid Search,20059.76,19226.8,0.0415,1602.23,86.4,FALSE,
DEAL-000800-00, ACC-000800 ,PossiblePage Account 0800,Original,,2025-07-27,2025-08-13,Nonprofit,11-50,Italy,Scale,Riccardo Leone,Outbound,33800.41,26444.02,0.2176,2203.67,30.1,FALSE,
DEAL-000801-00,ACC 000801,PossiblePage Account 0801,Original,,2025-05-30,2025-06-22,Nonprofit,1-10,United Kingdom,Starter,Nina Poli,Referral,6034.95,4926.14,0.1837,410.51,25.8,FALSE,
DEAL-000802-00,acc-000802,PossiblePage Account 0802,Original,,2025-09-22,2025-10-19,Real Estate,51-200,Italy,Growth,Arianna Galli,Paid Search,11539.32,10557.51,0.0851,879.79,61.7,FALSE,
DEAL-000803-00,ACC-000803,PossiblePage Account 0803,Original,,2025-08-16,2025-08-24,Real Estate,1000+,Nordics,Scale,Nina Poli,Referral,42954.57,35036.57,0.1843,2919.71,74.7,TRUE,Advanced integrations
DEAL-000804-00, ACC-000804 ,PossiblePage Account 0804,Original,,2025-10-10,2025-10-22,Software,11-50,Netherlands,Growth,Riccardo Leone,Inbound Demo,19650.94,17562.45,0.1063,1463.54,88.8,FALSE,
DEAL-000805-00,ACC-000805,PossiblePage Account 0805,Original,,2025-01-19,2025-02-06,Financial Services,1000+,Nordics,Growth,Pietro Mancini,Referral,22464.37,21826.92,0.0284,1818.91,75.0,FALSE,
DEAL-000806-00,ACC-000806,PossiblePage Account 0806,Original,,2025-08-05,2025-08-14,Education,51-200,Italy,Scale,Riccardo Leone,Webinar,55105.27,54651.87,0.0082,4554.32,86.4,FALSE,
DEAL-000807-00,ACC-000807,PossiblePage Account 0807,Original,,2025-10-02,2025-10-08,Manufacturing,11-50,Italy,Enterprise,Sara Villa,Outbound,104808.01,86213.2,0.1774,7184.43,51.6,FALSE,
DEAL-000808-00,ACC-000808,PossiblePage Account 0808,Original,,2025-11-01,2025-11-03,Software,11-50,Italy,Growth,Luca Serra,Webinar,16041.12,14522.21,0.0947,1210.18,88.6,FALSE,
DEAL-000809-00,ACC-000809,PossiblePage Account 0809,Original,,2025-10-22,2025-11-14,Nonprofit,1-10,Italy,Starter,Pietro Mancini,Inbound Demo,2455.38,2239.69,0.0878,186.64,84.9,FALSE,
DEAL-000810-00,ACC 000810,PossiblePage Account 0810,Original,,2025-05-23,2025-06-11,Financial Services,201-1000,Italy,Starter,Luca Serra,Inbound Demo,6508.46,6129.49,0.0582,510.79,77.8,FALSE,
DEAL-000811-00,ACC-000811,PossiblePage Account 0811,Original,,2025-02-28,2025-03-28,Hospitality,1-10,Germany,Enterprise,Nina Poli,Paid Search,119266.31,112194.84,0.0593,9349.57,89.6,FALSE,
DEAL-000812-00,ACC 000812,PossiblePage Account 0812,Original,,2025-02-18,2025-03-04,Financial Services,11-50,Germany,Scale,Nina Poli,Partner,53326.82,50468.93,0.0536,4205.74,92.6,FALSE,
DEAL-000813-00,ACC-000813,PossiblePage Account 0813,Original,,2025-04-29,2025-05-11,Nonprofit,11-50,Italy,Growth,Sara Villa,Webinar,15079.73,13701.59,0.0914,1141.8,79.9,FALSE,
DEAL-000814-00,ACC-000814,PossiblePage Account 0814,Original,,2025-02-22,2025-03-24,Financial Services,51-200,Netherlands,Scale,Arianna Galli,Webinar,58070.35,52306.17,0.0993,4358.85,64.0,FALSE,
DEAL-000815-00,ACC-000815,PossiblePage Account 0815,Original,,2025-01-31,2025-02-03,Financial Services,51-200,Italy,Starter,Riccardo Leone,Partner,7340.5,6654.91,0.0934,554.58,87.8,FALSE,
DEAL-000816-00,ACC-000816,PossiblePage Account 0816,Original,,2025-09-27,2025-10-03,Financial Services,11-50,Nordics,Starter,Marta Fabbri,Inbound Demo,4502.06,4279.72,0.0494,356.64,55.5,FALSE,
DEAL-000817-00, ACC-000817 ,PossiblePage Account 0817,Original,,2025-07-28,2025-08-23,Real Estate,11-50,Italy,Growth,Sara Villa,Partner,15614.02,14007.64,0.1029,1167.3,94.0,FALSE,
DEAL-000818-00,ACC 000818,PossiblePage Account 0818,Original,,2025-12-17,2025-12-24,Education,51-200,Spain,Starter,Pietro Mancini,Webinar,6102.96,5005.58,0.1798,417.13,27.6,TRUE,Beta checkout
DEAL-000819-00,ACC-000819,PossiblePage Account 0819,Original,,2025-04-30,2025-05-23,Financial Services,51-200,United Kingdom,Enterprise,Pietro Mancini,Inbound Demo,138591.44,120570.96,0.13,10047.58,85.9,FALSE,
DEAL-000820-00,ACC-000820,PossiblePage Account 0820,Original,,2025-08-30,2025-09-23,Manufacturing,51-200,France,Starter,Arianna Galli,Webinar,7274.61,6920.85,0.0486,576.74,76.0,FALSE,
DEAL-000821-00, ACC-000821 ,PossiblePage Account 0821,Original,,2025-11-23,2025-12-14,Nonprofit,11-50,France,Growth,Riccardo Leone,Outbound,12926.6,11668.84,0.0973,972.4,67.9,FALSE,
DEAL-000822-00,ACC-000822,PossiblePage Account 0822,Original,,2025-05-15,2025-06-07,Nonprofit,51-200,Italy,Scale,Elena Costa,Paid Search,62295.1,53106.12,0.1475,4425.51,51.5,TRUE,AI page builder
DEAL-000823-00,acc-000823,PossiblePage Account 0823,Original,,2025-11-03,2025-12-02,Healthcare,1-10,Italy,Growth,Pietro Mancini,Outbound,10404.55,9512.86,0.0857,792.74,75.1,FALSE,
DEAL-000824-00,ACC-000824,PossiblePage Account 0824,Original,,2025-05-02,2025-06-01,Hospitality,1-10,Netherlands,Starter,Elena Costa,Partner,3968.02,3471.66,0.1251,289.31,57.3,FALSE,
DEAL-000825-00,ACC-000825,PossiblePage Account 0825,Original,,2025-02-11,2025-02-19,Manufacturing,11-50,Italy,Growth,Elena Costa,Webinar,18678.95,17153.14,0.0817,1429.43,32.2,FALSE,
DEAL-000826-00,ACC-000826,PossiblePage Account 0826,Original,,2025-10-31,2025-11-20,Professional Services,51-200,Germany,Starter,Luca Serra,Inbound Demo,7023.82,6708.21,0.0449,559.02,80.3,FALSE,
DEAL-000827-00,acc-000827,PossiblePage Account 0827,Original,,2025-09-10,2025-09-10,Retail,51-200,United Kingdom,Starter,Luca Serra,Paid Search,3172.83,3145.88,0.0085,262.16,96.9,TRUE,Dynamic forms
DEAL-000828-00,acc-000828,PossiblePage Account 0828,Original,,2025-02-27,2025-03-29,Software,201-1000,Spain,Scale,Giulia Neri,Outbound,44625.42,38872.77,0.1289,3239.4,60.0,FALSE,
DEAL-000828-01,ACC 000828,PossiblePage Account 0828,Correction,SalesOps value correction,2025-03-11,2025-03-29,Software,201-1000,Spain,Scale,Giulia Neri,Outbound,46568.77,39661.99,0.187,3305.17,60.0,FALSE,
DEAL-000829-00,acc-000829,PossiblePage Account 0829,Original,,2025-03-17,2025-04-12,Nonprofit,11-50,Nordics,Scale,Marco Riva,Outbound,61554.28,53901.33,0.1243,4491.78,57.6,FALSE,
DEAL-000830-00,ACC-000830,PossiblePage Account 0830,Original,,2025-02-14,2025-03-12,Software,11-50,Spain,Starter,Sara Villa,Referral,6498.45,5753.31,0.1147,479.44,94.4,FALSE,
DEAL-000831-00,ACC-000831,PossiblePage Account 0831,Original,,2025-02-22,2025-02-22,Software,1-10,France,Growth,Arianna Galli,Referral,17158.52,14277.04,0.1679,1189.75,61.8,TRUE,Beta checkout
DEAL-000831-01, ACC-000831 ,PossiblePage Account 0831,Correction,SalesOps value correction,2025-03-03,2025-02-22,Software,1-10,France,Growth,Arianna Galli,Referral,17029.91,14278.15,0.1045,1189.85,61.8,TRUE,Beta checkout
DEAL-000832-00,ACC 000832,PossiblePage Account 0832,Original,,2025-02-17,2025-03-05,Professional Services,201-1000,Italy,Growth,Giulia Neri,Webinar,13005.55,11778.35,0.0944,981.53,79.9,FALSE,
DEAL-000833-00,acc-000833,PossiblePage Account 0833,Original,,2025-10-11,2025-11-10,Software,1-10,Italy,Growth,Nina Poli,Paid Search,13161.17,12331.65,0.063,1027.64,89.3,FALSE,
DEAL-000834-00,acc-000834,PossiblePage Account 0834,Original,,2025-03-23,2025-03-29,Software,11-50,Italy,Scale,Elena Costa,Paid Search,64759.93,54472.28,0.1589,4539.36,36.5,FALSE,
DEAL-000835-00,ACC 000835,PossiblePage Account 0835,Original,,2025-10-26,2025-11-11,Professional Services,11-50,Netherlands,Starter,Riccardo Leone,Partner,2510.26,2347.32,0.0649,195.61,63.6,FALSE,
