health_account_key,month,nps,csat,health_score,churn_flag,churn_reason,customer_success_owner
ACC-000760,2025-12-01,57,5,84.8,FALSE,,CS Team B
 ACC-000761 ,2025-01-01,-14,3.6,51.5,FALSE,,CS Team C
ACC 000761,2025-02-01,-21,3.1,40.1,FALSE,,CS Team B
acc-000761,2025-03-01,-4,3.0,43.4,FALSE,,CS Team A
ACC-000761,2025-04-01,-34,1.6,36.5,FALSE,,CS Team C
 ACC-000761 ,2025-05-01,4,2.9,57.8,FALSE,,CS Team B
ACC-000761,2025-06-01,-35,3.0,49.1,FALSE,,CS Team B
ACC 000761,2025-07-01,-16,2.7,39.6,FALSE,,CS Team A
acc-000761,2025-08-01,-29,2.9,47.2,FALSE,,CS Team A
ACC-000761,2025-09-01,2,2.7,43.7,FALSE,,CS Team A
acc-000761,2025-10-01,-10,1.9,40.6,FALSE,,CS Team A
acc-000761,2025-11-01,-19,2.9,47.8,FALSE,,CS Team A
 ACC-000761 ,2025-12-01,-35,2.5,32.0,FALSE,,CS Team B
acc-000762,2025-01-01,72,4.2,91.8,FALSE,,CS Team C
ACC-000762,2025-02-01,27,4.0,86.3,FALSE,,CS Team A
ACC-000762,2025-03-01,37,4.7,83.3,FALSE,,CS Team B
ACC 000762,2025-04-01,42,3.7,74.9,FALSE,,CS Team B
ACC-000762,2025-05-01,19,3.5,71.9,FALSE,,CS Team A
ACC-000762,2025-06-01,3,3.6,73.9,FALSE,,CS Team C
 ACC-000762 ,2025-07-01,55,4.4,83.7,FALSE,,CS Team A
 ACC-000762 ,2025-08-01,47,4.7,78.9,FALSE,,CS Team C
ACC-000762,2025-09-01,54,4.1,81.6,FALSE,,CS Team B
ACC 000762,2025-10-01,56,3.2,76.4,FALSE,,CS Team C
ACC-000762,2025-11-01,31,4.4,76.6,FALSE,,CS Team A
acc-000762,2025-12-01,55,4.2,79.0,FALSE,,CS Team A
ACC-000763,2025-01-01,36,3.6,58.7,FALSE,,CS Team C
ACC-000763,2025-02-01,53,2.8,55.9,FALSE,,CS Team A
 ACC-000763 ,2025-03-01,-15,3.1,54.9,FALSE,,CS Team B
 ACC-000763 ,2025-04-01,27,3.6,58.0,FALSE,,CS Team C
ACC 000763,2025-05-01,1,2.8,48.0,FALSE,,CS Team A
ACC-000763,2025-06-01,-4,3.0,53.5,FALSE,,Strategic CS
ACC 000763,2025-07-01,-4,2.7,47.5,FALSE,,CS Team A
 ACC-000763 ,2025-08-01,-14,3.4,49.7,FALSE,,CS Team A
ACC-000763,2025-09-01,-17,2.8,40.8,FALSE,,CS Team B
acc-000763,2025-10-01,-10,2.3,52.9,FALSE,,CS Team B
 ACC-000763 ,2025-11-01,13,2.4,45.8,FALSE,,CS Team A
ACC-000763,2025-12-01,3,2.9,52.8,FALSE,,CS Team B
 ACC-000764 ,2025-01-01,28,3.4,65.6,FALSE,,CS Team A
acc-000764,2025-02-01,22,3.2,59.4,FALSE,,CS Team B
ACC-000764,2025-03-01,12,3.6,66.1,FALSE,,CS Team B
ACC 000764,2025-04-01,15,3.7,56.9,FALSE,,CS Team B
ACC-000764,2025-05-01,24,3.5,61.0,FALSE,,CS Team B
ACC-000764,2025-06-01,23,3.2,62.0,FALSE,,CS Team B
ACC 000764,2025-07-01,11,3.0,56.4,FALSE,,CS Team B
ACC-000764,2025-08-01,-9,3.5,48.3,FALSE,,CS Team C
ACC-000764,2025-09-01,9,2.6,55.6,FALSE,,CS Team B
ACC-000764,2025-10-01,16,3.3,47.9,FALSE,,CS Team A
ACC-000764,2025-11-01,14,3.2,50.3,FALSE,,CS Team A
 ACC-000764 ,2025-12-01,-3,3.6,48.8,FALSE,,CS Team B
ACC-000765,2025-01-01,35,4.1,71.9,FALSE,,CS Team A
acc-000765,2025-02-01,59,4.3,74.4,FALSE,,CS Team A
ACC-000765,2025-03-01,31,4.8,81.4,FALSE,,CS Team B
 ACC-000765 ,2025-04-01,70,4.3,76.0,FALSE,,CS Team A
ACC-000765,2025-05-01,50,4.3,77.5,FALSE,,CS Team C
ACC 000765,2025-06-01,43,4.2,74.2,FALSE,,CS Team B
ACC-000765,2025-07-01,44,4.6,77.8,FALSE,,CS Team B
ACC-000765,2025-08-01,38,4.2,74.1,FALSE,,Strategic CS
ACC-000765,2025-09-01,26,4.1,73.0,FALSE,,CS Team A
ACC-000765,2025-10-01,40,5,90.8,FALSE,,CS Team B
ACC-000765,2025-11-01,33,4.5,81.1,FALSE,,CS Team C
acc-000765,2025-12-01,8,3.3,74.5,FALSE,,CS Team B
 ACC-000766 ,2025-01-01,54,3.5,80.6,FALSE,,CS Team C
ACC 000766,2025-02-01,78,5,92.0,FALSE,,CS Team A
acc-000766,2025-03-01,70,3.9,84.1,FALSE,,CS Team C
acc-000766,2025-04-01,54,3.7,85.5,FALSE,,Strategic CS
acc-000766,2025-05-01,16,3.5,75.6,FALSE,,Strategic CS
acc-000766,2025-06-01,89,3.8,87.3,FALSE,,CS Team C
ACC-000766,2025-07-01,100,4.4,89.2,FALSE,,CS Team B
ACC-000766,2025-08-01,69,4.6,96.8,FALSE,,CS Team C
ACC 000766,2025-09-01,68,5.0,84.6,FALSE,,CS Team B
ACC-000766,2025-10-01,77,5,94.5,FALSE,,CS Team B
ACC-000766,2025-11-01,100,4.2,91.1,FALSE,,CS Team A
ACC-000766,2025-12-01,44,5,95.0,FALSE,,CS Team B
ACC-000767,2025-01-01,-13,2.8,50.9,FALSE,,CS Team B
ACC 000767,2025-02-01,40,3.4,61.7,FALSE,,CS Team A
ACC-000767,2025-03-01,35,4.0,56.6,FALSE,,CS Team C
ACC-000767,2025-04-01,-11,3.0,50.9,FALSE,,CS Team A
ACC-000767,2025-05-01,-5,3.6,54.2,FALSE,,Strategic CS
acc-000767,2025-06-01,-48,3.0,50.6,FALSE,,CS Team C
acc-000767,2025-07-01,-3,2.6,49.7,FALSE,,CS Team C
ACC-000767,2025-08-01,28,2.6,47.6,FALSE,,CS Team A
 ACC-000767 ,2025-09-01,-43,2.9,47.6,FALSE,,CS Team A
ACC 000767,2025-10-01,17,2.9,47.9,FALSE,,CS Team A
 ACC-000767 ,2025-11-01,-13,3.1,47.4,FALSE,,Strategic CS
ACC-000767,2025-12-01,-14,2.0,40.9,FALSE,,CS Team B
ACC 000768,2025-01-01,10,3.7,49.3,FALSE,,CS Team C
acc-000768,2025-02-01,-16,3.3,39.9,FALSE,,CS Team B
ACC 000768,2025-03-01,-31,2.9,43.6,FALSE,,CS Team B
ACC 000768,2025-04-01,-23,2.2,47.9,FALSE,,CS Team C
acc-000768,2025-05-01,-27,2.6,39.8,FALSE,,CS Team B
 ACC-000768 ,2025-06-01,-44,2.8,41.8,FALSE,,CS Team A
ACC 000768,2025-07-01,-34,2.8,44.0,FALSE,,CS Team B
ACC 000768,2025-08-01,-18,2.5,37.3,FALSE,,CS Team B
ACC 000768,2025-09-01,-27,2.9,40.1,FALSE,,CS Team B
ACC 000768,2025-10-01,-46,2.6,37.6,FALSE,,CS Team C
ACC-000768,2025-11-01,-7,3.0,38.1,FALSE,,CS Team C
ACC 000768,2025-12-01,-45,1,26.5,FALSE,,CS Team B
 ACC-000769 ,2025-01-01,-44,3.0,49.7,FALSE,,CS Team A
ACC-000769,2025-02-01,-13,2.5,42.0,FALSE,,Strategic CS
ACC-000769,2025-03-01,-32,3.2,34.9,FALSE,,CS Team A
 ACC-000769 ,2025-04-01,1,3.1,44.9,FALSE,,CS Team B
acc-000769,2025-05-01,-1,3.3,39.6,FALSE,,CS Team B
ACC-000769,2025-06-01,-10,3.3,47.7,FALSE,,CS Team B
ACC-000769,2025-07-01,-29,2.4,29.0,FALSE,,CS Team B
ACC 000769,2025-08-01,-14,1.8,36.4,FALSE,,CS Team A
ACC 000769,2025-09-01,-27,3.1,40.4,FALSE,,CS Team A
ACC 000769,2025-10-01,-15,1.9,36.8,FALSE,,CS Team B
ACC-000769,2025-11-01,-26,1.6,33.0,FALSE,,CS Team A
 ACC-000769 ,2025-12-01,-18,3.2,38.0,FALSE,,CS Team B
ACC-000770,2025-01-01,59,3.8,82.4,FALSE,,CS Team B
ACC-000770,2025-02-01,40,3.8,75.4,FALSE,,CS Team C
ACC-000770,2025-03-01,64,4.4,86.7,FALSE,,CS Team B
ACC-000770,2025-04-01,40,3.6,77.2,FALSE,,Strategic CS
acc-000770,2025-05-01,61,3.7,81.6,FALSE,,CS Team B
ACC-000770,2025-06-01,8,4.3,81.1,FALSE,,CS Team B
ACC-000770,2025-07-01,53,4.7,87.9,FALSE,,CS Team B
 ACC-000770 ,2025-08-01,71,4.0,79.1,FALSE,,CS Team C
acc-000770,2025-09-01,95,4.9,92.9,FALSE,,CS Team B
acc-000770,2025-10-01,54,4.4,82.4,FALSE,,CS Team B
ACC-000770,2025-11-01,42,4.5,84.6,FALSE,,CS Team B
ACC 000770,2025-12-01,41,4.2,83.0,FALSE,,CS Team C
acc-000771,2025-01-01,-30,3.1,46.5,FALSE,,CS Team A
 ACC-000771 ,2025-02-01,29,3.2,46.5,FALSE,,CS Team A
ACC-000771,2025-03-01,-21,3.0,45.7,FALSE,,CS Team C
ACC-000771,2025-04-01,-50,2.0,39.6,FALSE,,CS Team A
ACC-000771,2025-05-01,-17,2.8,53.2,FALSE,,CS Team A
ACC-000771,2025-06-01,33,2.9,45.1,FALSE,,CS Team C
ACC-000771,2025-07-01,-4,2.4,47.7,FALSE,,CS Team A
ACC-000771,2025-08-01,20,3.0,42.4,FALSE,,CS Team C
acc-000771,2025-09-01,0,1.8,44.6,FALSE,,CS Team C
ACC-000771,2025-10-01,-21,2.9,39.1,FALSE,,CS Team A
ACC 000771,2025-11-01,-13,2.3,34.4,FALSE,,CS Team A
ACC-000771,2025-12-01,9,2.5,43.1,FALSE,,CS Team A
ACC-000772,2025-01-01,21,3.7,52.1,FALSE,,CS Team B
acc-000772,2025-02-01,-3,3.9,48.5,FALSE,,CS Team C
ACC-000772,2025-03-01,10,3.1,53.7,FALSE,,CS Team A
ACC-000772,2025-04-01,0,3.2,41.2,FALSE,,CS Team A
ACC-000772,2025-05-01,-24,2.8,41.9,FALSE,,CS Team A
ACC-000772,2025-06-01,-27,2.3,38.9,FALSE,,CS Team A
 ACC-000772 ,2025-07-01,-31,2.4,44.9,FALSE,,CS Team B
ACC-000772,2025-08-01,8,2.9,42.1,FALSE,,CS Team C
ACC-000772,2025-09-01,-8,2.6,45.5,FALSE,,CS Team B
ACC 000772,2025-10-01,-23,2.2,39.4,FALSE,,CS Team C
 ACC-000772 ,2025-11-01,-55,3.1,31.7,FALSE,,CS Team A
acc-000772,2025-12-01,-16,1.8,33.5,FALSE,,CS Team A
ACC-000773,2025-01-01,31,3.8,70.8,FALSE,,CS Team C
ACC 000773,2025-02-01,26,3.7,72.8,FALSE,,CS Team C
ACC-000773,2025-03-01,15,4.0,73.7,FALSE,,CS Team C
acc-000773,2025-04-01,54,4.6,77.4,FALSE,,CS Team B
ACC-000773,2025-05-01,36,3.7,70.3,FALSE,,CS Team B
 ACC-000773 ,2025-06-01,26,2.6,67.3,FALSE,,CS Team B
ACC-000773,2025-07-01,-5,3.3,72.2,FALSE,,CS Team C
acc-000773,2025-08-01,43,4.3,71.9,FALSE,,CS Team C
ACC-000773,2025-09-01,63,4.4,80.0,FALSE,,CS Team A
ACC-000773,2025-10-01,38,4.1,76.4,FALSE,,CS Team A
 ACC-000773 ,2025-11-01,51,4.1,79.5,FALSE,,CS Team B
ACC-000773,2025-12-01,56,4.0,82.2,FALSE,,CS Team A
ACC-000774,2025-01-01,12,2.8,53.6,FALSE,,CS Team C
ACC 000774,2025-02-01,41,3.2,46.2,FALSE,,CS Team B
acc-000774,2025-03-01,-7,2.7,50.2,FALSE,,CS Team C
 ACC-000774 ,2025-04-01,-25,3.0,44.1,FALSE,,CS Team A
ACC-000774,2025-05-01,-14,2.0,39.2,FALSE,,CS Team A
acc-000774,2025-06-01,-37,2.5,37.2,FALSE,,CS Team A
ACC-000774,2025-07-01,-55,2.9,40.2,FALSE,,CS Team B
ACC-000774,2025-08-01,-29,2.1,36.4,FALSE,,CS Team B
ACC-000774,2025-09-01,-6,2.3,37.6,FALSE,,CS Team B
ACC-000774,2025-10-01,-10,3.0,42.3,FALSE,,CS Team A
ACC-000774,2025-11-01,-10,2.6,35.0,FALSE,,CS Team B
 ACC-000774 ,2025-12-01,-10,2.2,45.6,FALSE,,CS Team A
ACC-000775,2025-01-01,69,4.1,76.2,FALSE,,CS Team B
ACC-000775,2025-02-01,27,3.7,79.9,FALSE,,CS Team C
 ACC-000775 ,2025-03-01,81,4.4,85.9,FALSE,,CS Team A
ACC-000775,2025-04-01,46,5,81.6,FALSE,,CS Team A
ACC-000775,2025-05-01,63,4.6,78.2,FALSE,,Strategic CS
 ACC-000775 ,2025-06-01,56,4.5,81.2,FALSE,,CS Team B
ACC-000775,2025-07-01,30,3.7,73.4,FALSE,,CS Team B
ACC-000775,2025-08-01,10,3.9,75.4,FALSE,,CS Team B
acc-000775,2025-09-01,63,4.2,82.0,FALSE,,CS Team A
ACC-000775,2025-10-01,35,4.7,79.0,FALSE,,Strategic CS
ACC-000775,2025-11-01,42,4.5,74.4,FALSE,,CS Team C
acc-000775,2025-12-01,44,4.2,79.9,FALSE,,CS Team B
ACC-000776,2025-01-01,46,3.4,68.4,FALSE,,CS Team B
ACC-000776,2025-02-01,-19,3.8,69.3,FALSE,,CS Team A
 ACC-000776 ,2025-03-01,20,4.1,69.9,FALSE,,CS Team A
 ACC-000776 ,2025-04-01,9,4.0,70.6,FALSE,,CS Team B
 ACC-000776 ,2025-05-01,14,3.6,68.7,FALSE,,CS Team C
ACC-000776,2025-06-01,4,5,74.2,FALSE,,CS Team B
ACC-000776,2025-07-01,17,3.9,67.1,FALSE,,CS Team A
ACC-000776,2025-08-01,40,4.8,82.5,FALSE,,CS Team A
 ACC-000776 ,2025-09-01,27,4.5,80.3,FALSE,,CS Team C
acc-000776,2025-10-01,51,3.8,69.8,FALSE,,CS Team A
ACC-000776,2025-11-01,44,3.6,82.3,FALSE,,CS Team A
ACC-000776,2025-12-01,34,3.2,72.1,FALSE,,Strategic CS
ACC-000777,2025-01-01,35,3.9,53.5,FALSE,,CS Team B
acc-000777,2025-02-01,22,2.7,55.3,FALSE,,CS Team C
 ACC-000777 ,2025-03-01,-7,4.1,51.6,FALSE,,CS Team A
ACC-000777,2025-04-01,36,3.0,58.0,FALSE,,CS Team A
ACC-000777,2025-05-01,-10,3.0,54.6,FALSE,,CS Team A
acc-000777,2025-06-01,-2,2.8,48.3,FALSE,,CS Team B
ACC-000777,2025-07-01,7,2.6,51.0,FALSE,,CS Team B
ACC-000777,2025-08-01,-11,2.8,49.0,FALSE,,CS Team B
 ACC-000777 ,2025-09-01,-11,3.0,48.5,FALSE,,CS Team B
ACC-000777,2025-10-01,-28,2.1,44.6,FALSE,,CS Team A
acc-000777,2025-11-01,-27,3.0,43.6,FALSE,,Strategic CS
acc-000777,2025-12-01,-42,1.8,37.1,FALSE,,CS Team C
ACC-000778,2025-01-01,79,5,79.6,FALSE,,CS Team A
ACC 000778,2025-02-01,44,3.7,79.6,FALSE,,CS Team A
ACC-000778,2025-03-01,13,4.3,72.5,FALSE,,CS Team B
ACC 000778,2025-04-01,43,4.5,75.0,FALSE,,CS Team C
ACC 000778,2025-05-01,57,3.2,78.9,FALSE,,CS Team B
ACC-000778,2025-06-01,71,4.3,91.9,FALSE,,Strategic CS
acc-000778,2025-07-01,42,4.5,81.7,FALSE,,CS Team B
ACC 000778,2025-08-01,55,4.7,90.3,FALSE,,CS Team A
ACC-000778,2025-09-01,52,3.8,80.4,FALSE,,CS Team B
ACC-000778,2025-10-01,46,4.7,85.0,FALSE,,CS Team A
acc-000778,2025-11-01,87,3.9,75.5,FALSE,,CS Team C
ACC 000778,2025-12-01,37,4.5,76.6,FALSE,,Strategic CS
acc-000779,2025-01-01,-21,3.2,50.8,FALSE,,CS Team B
acc-000779,2025-02-01,3,3.4,58.7,FALSE,,CS Team B
ACC 000779,2025-03-01,8,3.7,64.9,FALSE,,CS Team B
 ACC-000779 ,2025-04-01,32,3.3,62.7,FALSE,,CS Team A
acc-000779,2025-05-01,12,3.7,51.1,FALSE,,CS Team B
ACC 000779,2025-06-01,0,3.0,56.0,FALSE,,CS Team B
ACC 000779,2025-07-01,-10,2.4,52.7,FALSE,,CS Team C
 ACC-000779 ,2025-08-01,0,2.6,50.5,FALSE,,CS Team A
ACC-000779,2025-09-01,19,3.5,49.7,FALSE,,CS Team A
ACC 000779,2025-10-01,-6,3.4,52.8,FALSE,,CS Team C
ACC-000779,2025-11-01,-17,2.4,55.2,FALSE,,CS Team A
 ACC-000779 ,2025-12-01,-6,4.0,48.1,FALSE,,CS Team C
ACC-000780,2025-01-01,64,4.4,86.8,FALSE,,CS Team B
ACC-000780,2025-02-01,30,4.3,78.3,FALSE,,CS Team A
ACC-000780,2025-03-01,31,3.6,71.9,FALSE,,CS Team B
 ACC-000780 ,2025-04-01,77,3.9,77.2,FALSE,,CS Team B
ACC-000780,2025-05-01,26,4.4,67.9,FALSE,,CS Team A
ACC-000780,2025-06-01,53,3.9,81.0,FALSE,,Strategic CS
ACC-000780,2025-07-01,79,4.1,88.9,FALSE,,CS Team A
 ACC-000780 ,2025-08-01,71,4.8,84.5,FALSE,,CS Team C
ACC 000780,2025-09-01,45,3.4,75.3,FALSE,,CS Team A
ACC-000780,2025-10-01,42,4.3,86.3,FALSE,,CS Team C
ACC-000780,2025-11-01,1,4.2,75.1,FALSE,,Strategic CS
ACC-000780,2025-12-01,38,3.9,73.3,FALSE,,CS Team B
ACC-000781,2025-01-01,75,4.7,98.5,FALSE,,CS Team A
ACC-000781,2025-02-01,81,5,100,FALSE,,CS Team B
ACC-000781,2025-03-01,100,4.7,84.0,FALSE,,CS Team C
ACC-000781,2025-04-01,81,4.9,97.0,FALSE,,CS Team B
ACC-000781,2025-05-01,90,4.6,100,FALSE,,CS Team B
acc-000781,2025-06-01,40,4.6,94.3,FALSE,,CS Team A
 ACC-000781 ,2025-07-01,59,4.6,100,FALSE,,CS Team C
 ACC-000781 ,2025-08-01,70,5,97.7,FALSE,,CS Team C
ACC-000781,2025-09-01,79,5.0,100,FALSE,,CS Team B
acc-000781,2025-10-01,99,5,99.4,FALSE,,CS Team A
ACC-000781,2025-11-01,86,5.0,100,FALSE,,CS Team C
 ACC-000781 ,2025-12-01,46,5,95.7,FALSE,,CS Team C
acc-000782,2025-01-01,34,3.8,67.6,FALSE,,CS Team B
ACC-000782,2025-02-01,0,3.1,60.5,FALSE,,CS Team C
ACC-000782,2025-03-01,12,3.2,60.7,FALSE,,CS Team A
ACC-000782,2025-04-01,31,3.6,58.7,FALSE,,CS Team B
acc-000782,2025-05-01,19,3.1,51.2,FALSE,,CS Team B
ACC-000782,2025-06-01,72,3.9,64.9,FALSE,,CS Team A
acc-000782,2025-07-01,26,3.5,48.1,FALSE,,CS Team A
ACC-000782,2025-08-01,19,3.1,47.7,FALSE,,CS Team B
ACC 000782,2025-09-01,6,3.2,46.3,FALSE,,CS Team A
ACC 000782,2025-10-01,-13,2.8,50.8,FALSE,,CS Team B
 ACC-000782 ,2025-11-01,10,2.1,41.9,FALSE,,CS Team C
ACC-000782,2025-12-01,-9,2.1,52.4,FALSE,,CS Team A
ACC-000783,2025-01-01,0,4.0,64.0,FALSE,,CS Team C
ACC-000783,2025-02-01,-7,3.6,60.8,FALSE,,CS Team B
ACC-000783,2025-03-01,22,3.5,64.2,FALSE,,CS Team A
ACC-000783,2025-04-01,24,3.7,63.4,FALSE,,CS Team B
 ACC-000783 ,2025-05-01,-1,2.5,55.5,FALSE,,CS Team C
ACC-000783,2025-06-01,10,3.8,57.9,FALSE,,Strategic CS
ACC-000783,2025-07-01,3,2.6,61.9,FALSE,,CS Team B
ACC-000783,2025-08-01,-27,3.6,50.2,FALSE,,CS Team A
ACC-000783,2025-09-01,37,3.2,54.7,FALSE,,CS Team A
ACC-000783,2025-10-01,-4,3.0,60.9,FALSE,,CS Team B
ACC-000783,2025-11-01,8,3.7,58.0,FALSE,,CS Team A
ACC-000783,2025-12-01,-1,2.9,50.0,TRUE,Low product fit,CS Team B
ACC-000784,2025-01-01,5,2.4,43.2,FALSE,,CS Team B
 ACC-000784 ,2025-02-01,-25,3.8,43.1,FALSE,,CS Team A
 ACC-000784 ,2025-03-01,37,2.4,42.1,FALSE,,Strategic CS
 ACC-000784 ,2025-04-01,-3,2.7,41.3,FALSE,,CS Team C
ACC 000784,2025-05-01,-32,1.4,34.6,FALSE,,CS Team A
ACC-000784,2025-06-01,-39,2.2,39.7,FALSE,,Strategic CS
ACC 000784,2025-07-01,-13,2.2,38.9,FALSE,,CS Team B
ACC-000784,2025-08-01,-16,2.5,39.0,FALSE,,CS Team A
ACC-000784,2025-09-01,-34,2.3,27.4,FALSE,,CS Team A
ACC-000784,2025-10-01,-28,2.5,31.6,FALSE,,CS Team C
 ACC-000784 ,2025-11-01,-26,1.8,28.5,FALSE,,CS Team A
ACC-000784,2025-12-01,-21,2.1,33.3,FALSE,,Strategic CS
ACC 000785,2025-01-01,8,3.1,47.8,FALSE,,CS Team B
ACC 000785,2025-02-01,8,3.6,48.9,FALSE,,CS Team A
ACC 000785,2025-03-01,3,3.3,52.4,FALSE,,Strategic CS
ACC-000785,2025-04-01,-31,2.8,53.1,FALSE,,CS Team B
ACC 000785,2025-05-01,-15,2.5,49.4,FALSE,,CS Team A
ACC-000785,2025-06-01,18,2.5,50.0,FALSE,,CS Team A
acc-000785,2025-07-01,-4,1.8,39.3,FALSE,,CS Team C
ACC-000785,2025-08-01,-26,3.1,53.5,FALSE,,CS Team B
 ACC-000785 ,2025-09-01,-11,2.7,46.4,FALSE,,CS Team A
ACC-000785,2025-10-01,1,1.4,37.7,FALSE,,CS Team A
 ACC-000785 ,2025-11-01,-25,2.8,36.1,FALSE,,CS Team B
ACC-000785,2025-12-01,-39,2.3,37.0,FALSE,,Strategic CS
ACC-000786,2025-01-01,-47,2.7,23.0,FALSE,,CS Team B
ACC 000786,2025-02-01,-10,2.5,28.5,FALSE,,Strategic CS
acc-000786,2025-03-01,-38,2.7,35.3,TRUE,Low product fit,CS Team A
 ACC-000786 ,2025-04-01,-92,1,4.0,FALSE,,CS Team B
acc-000786,2025-05-01,-66,1.3,8.5,FALSE,,CS Team B
ACC-000786,2025-06-01,-84,1.9,1.0,FALSE,,CS Team B
ACC-000786,2025-07-01,-75,1,7.4,FALSE,,CS Team B
acc-000786,2025-08-01,-73,1.3,4.5,FALSE,,CS Team C
ACC-000786,2025-09-01,-60,1.4,8.1,FALSE,,CS Team A
ACC 000786,2025-10-01,-67,1.4,11.3,FALSE,,CS Team B
acc-000786,2025-11-01,-99,1,6.7,FALSE,,CS Team C
acc-000786,2025-12-01,-69,1.6,1.4,FALSE,,CS Team A
ACC-000787,2025-01-01,79,4.0,81.5,FALSE,,CS Team B
ACC-000787,2025-02-01,12,3.3,70.5,FALSE,,Strategic CS
ACC 000787,2025-03-01,21,3.9,64.4,FALSE,,Strategic CS
ACC-000787,2025-04-01,37,4.0,71.6,FALSE,,CS Team B
ACC-000787,2025-05-01,37,3.8,72.4,FALSE,,CS Team C
acc-000787,2025-06-01,25,4.4,70.8,FALSE,,CS Team A
ACC-000787,2025-07-01,11,3.8,62.9,FALSE,,Strategic CS
ACC-000787,2025-08-01,12,4.7,67.6,FALSE,,CS Team A
ACC-000787,2025-09-01,30,3.3,70.3,FALSE,,CS Team A
acc-000787,2025-10-01,0,3.3,66.9,FALSE,,CS Team A
ACC-000787,2025-11-01,32,4.3,61.2,FALSE,,CS Team B
ACC-000787,2025-12-01,45,3.6,65.5,FALSE,,CS Team A
ACC-000788,2025-01-01,17,3.5,65.8,FALSE,,CS Team B
ACC 000788,2025-02-01,53,3.8,64.6,FALSE,,CS Team C
ACC 000788,2025-03-01,46,3.8,69.4,FALSE,,CS Team B
ACC-000788,2025-04-01,36,3.9,61.1,FALSE,,CS Team A
 ACC-000788 ,2025-05-01,50,3.9,69.6,FALSE,,CS Team B
acc-000788,2025-06-01,49,3.9,68.1,FALSE,,CS Team C
ACC-000788,2025-07-01,27,4.7,76.6,FALSE,,CS Team A
ACC-000788,2025-08-01,10,3.5,69.8,FALSE,,CS Team A
 ACC-000788 ,2025-09-01,21,3.8,67.9,FALSE,,Strategic CS
acc-000788,2025-10-01,40,4.1,68.2,FALSE,,CS Team B
acc-000788,2025-11-01,27,3.3,66.7,FALSE,,CS Team B
ACC-000788,2025-12-01,43,2.8,68.3,FALSE,,CS Team C
 ACC-000789 ,2025-01-01,7,2.9,54.8,FALSE,,Strategic CS
ACC-000789,2025-02-01,0,2.2,35.7,FALSE,,CS Team C
ACC-000789,2025-03-01,-51,2.1,42.0,FALSE,,CS Team B
 ACC-000789 ,2025-04-01,26,3.1,48.8,FALSE,,CS Team C
ACC-000789,2025-05-01,-18,2.5,40.0,FALSE,,CS Team A
ACC 000789,2025-06-01,-35,3.7,42.1,FALSE,,CS Team C
 ACC-000789 ,2025-07-01,-16,1.1,34.8,FALSE,,CS Team A
ACC-000789,2025-08-01,-13,2.7,44.3,FALSE,,CS Team A
 ACC-000789 ,2025-09-01,10,3.3,48.3,FALSE,,CS Team C
ACC 000789,2025-10-01,10,2.6,37.7,FALSE,,Strategic CS
ACC 000789,2025-11-01,-58,2.5,35.2,FALSE,,CS Team B
ACC 000789,2025-12-01,-25,3.0,37.2,FALSE,,CS Team B
 ACC-000790 ,2025-01-01,-58,2.7,40.9,FALSE,,CS Team A
ACC-000790,2025-02-01,0,2.9,38.4,FALSE,,CS Team C
ACC-000790,2025-03-01,-48,1.6,33.1,FALSE,,CS Team C
ACC-000790,2025-04-01,-30,2.2,28.5,FALSE,,CS Team B
 ACC-000790 ,2025-05-01,-49,2.0,20.8,FALSE,,Strategic CS
ACC-000790,2025-06-01,-25,1.1,23.3,FALSE,,CS Team A
acc-000790,2025-07-01,30,2.7,35.7,FALSE,,CS Team B
ACC 000790,2025-08-01,-23,3.0,30.0,FALSE,,CS Team C
ACC-000790,2025-09-01,-48,2.5,19.4,FALSE,,CS Team B
ACC-000790,2025-10-01,-28,2.7,24.7,FALSE,,CS Team A
ACC-000790,2025-11-01,-49,1,8.8,FALSE,,CS Team B
 ACC-000790 ,2025-12-01,-42,1.5,20.6,FALSE,,CS Team A
ACC-000791,2025-01-01,69,4.9,99.1,FALSE,,CS Team B
ACC-000791,2025-02-01,55,4.1,87.9,FALSE,,CS Team C
 ACC-000791 ,2025-03-01,64,5.0,86.8,FALSE,,CS Team A
acc-000791,2025-04-01,86,4.7,93.7,FALSE,,CS Team C
ACC-000791,2025-05-01,54,5,96.1,FALSE,,CS Team B
ACC-000791,2025-06-01,78,5,92.3,FALSE,,CS Team C
ACC 000791,2025-07-01,58,5,87.8,FALSE,,CS Team A
ACC-000791,2025-08-01,75,5,95.5,FALSE,,CS Team B
ACC-000791,2025-09-01,64,4.9,83.1,FALSE,,CS Team A
acc-000791,2025-10-01,74,4.6,96.2,FALSE,,CS Team A
ACC-000791,2025-11-01,27,4.2,87.2,FALSE,,Strategic CS
ACC-000791,2025-12-01,40,4.0,93.7,FALSE,,CS Team A
ACC-000792,2025-01-01,-8,3.3,55.9,FALSE,,CS Team A
acc-000792,2025-02-01,46,4.2,71.4,FALSE,,CS Team A
ACC-000792,2025-03-01,21,3.2,53.8,FALSE,,CS Team B
acc-000792,2025-04-01,40,4.3,66.8,FALSE,,CS Team C
acc-000792,2025-05-01,23,3.7,61.2,FALSE,,CS Team C
ACC-000792,2025-06-01,17,2.8,60.2,FALSE,,CS Team A
ACC-000792,2025-07-01,-10,3.2,53.6,FALSE,,CS Team B
