ticket_id,support_account_key,created_date,ticket_category,priority,first_response_hours,resolution_hours,support_csat,channel
TKT-002627,ACC-000842,2025-09-07,Billing,Low,5.02,11.42,4.4,Email
TKT-002628, ACC-000842 ,2026-01-28,Billing,Low,7.27,14.64,4.1,Phone
TKT-002629,acc-000842,2026-06-28,Onboarding,Low,9.78,34.93,4.2,Phone
TKT-002630,ACC 000842,2026-06-24,Onboarding,Medium,3.95,43.76,4.5,Help Center
TKT-002631,ACC-000844,2025-11-22,Performance,Medium,21.71,77.33,3.7,Email
TKT-002632,ACC-000844,2025-07-18,Billing,High,13.18,53.97,2.9,Chat
TKT-002633,acc-000844,2026-01-14,Onboarding,High,20.73,47.01,2.7,Email
TKT-002634, ACC-000845 ,2026-01-06,Beta feature,Medium,14.73,56.69,3.0,Chat
TKT-002635,ACC-000846,2026-04-25,Integration,Urgent,30.17,72.56,1.3,Email
TKT-002636,ACC-000846,2025-10-02,Beta feature,Low,18.29,58.99,3.1,Chat
TKT-002637,acc-000847,2026-02-11,Integration,Urgent,10.09,32.57,2.7,Phone
TKT-002638,acc-000849,2026-01-23,Beta feature,Low,10.08,18.0,3.5,Chat
TKT-002639,ACC-000849,2026-02-21,Bug,Low,9.89,37.72,3.6,Email
TKT-002640,acc-000849,2026-07-16,Beta feature,Medium,4.05,20.41,5,Email
TKT-002641,ACC-000850,2026-01-27,Bug,Medium,3.13,44.14,5,Email
TKT-002642,ACC-000850,2026-04-07,Bug,Urgent,15.41,37.52,4.8,Email
TKT-002643,ACC-000850,2025-05-12,Billing,High,18.01,38.2,4.6,Chat
TKT-002644,ACC 000850,2025-07-23,Integration,Medium,11.05,49.69,5,Email
TKT-002645,ACC-000852,2026-03-21,Billing,Urgent,9.07,54.47,3.9,Help Center
TKT-002646,ACC-000852,2025-09-30,Integration,High,18.38,50.02,3.5,Email
TKT-002647,acc-000852,2026-07-01,Beta feature,High,22.49,98.35,3.8,Help Center
TKT-002648,ACC-000854,2025-12-01,Onboarding,Medium,1.03,21.47,3.7,Email
TKT-002649,ACC-000854,2026-04-18,Onboarding,Medium,12.81,43.68,3.3,Chat
TKT-002650,acc-000854,2026-03-14,Integration,High,9.13,49.35,3.6,Email
TKT-002651,acc-000854,2026-07-18,Bug,Low,17.12,40.76,3.5,Email
TKT-002652,acc-000854,2025-12-27,Beta feature,Low,6.35,24.59,4.2,Chat
TKT-002653,ACC-000855,2025-08-14,Billing,High,7.11,39.23,4.4,Email
TKT-002654,ACC 000855,2026-03-29,Beta feature,Medium,0.71,5.16,4.1,Chat
TKT-002655,ACC-000856,2026-10-28,Performance,Medium,8.4,41.64,3.2,Chat
TKT-002656,ACC-000856,2026-06-19,Onboarding,High,20.69,48.02,3.3,Chat
TKT-002657, ACC-000856 ,2026-11-23,Onboarding,High,20.17,74.06,3.5,Email
TKT-002658,acc-000856,2026-11-16,Bug,High,22.47,79.86,1.1,Phone
TKT-002659,ACC-000856,2027-01-03,Performance,Urgent,18.56,71.14,3.4,Email
TKT-002660,acc-000857,2025-05-27,Onboarding,Urgent,17.49,47.54,1.6,Email
TKT-002661,ACC-000857,2026-01-02,Integration,Medium,20.28,49.44,5.0,Email
TKT-002662,ACC-000857,2026-01-12,Beta feature,Low,12.07,46.78,3.1,Chat
TKT-002663,acc-000858,2025-12-26,Onboarding,Medium,16.06,47.82,4.3,Chat
TKT-002664, ACC-000858 ,2026-04-18,Integration,Medium,7.59,49.67,3.3,Email
TKT-002665,ACC-000858,2025-12-20,Onboarding,Low,7.81,31.22,3.4,Email
TKT-002666,ACC 000858,2026-05-06,Onboarding,Medium,11.95,40.17,3.4,Phone
TKT-002667,ACC-000858,2026-01-10,Billing,Low,10.28,31.11,3.5,Phone
TKT-002668,ACC-000858,2025-08-29,Onboarding,Medium,9.15,30.44,3.9,Help Center
TKT-002669,ACC-000858,2026-03-30,Bug,Low,14.91,64.06,2.8,Email
TKT-002670,ACC-000858,2026-01-19,Onboarding,Medium,14.05,47.42,2.3,Email
TKT-002671,acc-000859,2026-05-25,Beta feature,Low,4.77,46.53,2.3,Email
TKT-002672,ACC-000859,2026-03-18,Performance,Low,8.57,35.83,4.3,Chat
TKT-002673,ACC 000859,2026-03-23,Billing,Medium,7.89,18.85,3.7,Chat
TKT-002674, ACC-000859 ,2025-12-31,Integration,Urgent,6.25,28.4,1.7,Chat
TKT-002675,ACC-000859,2026-02-01,Beta feature,Medium,0.2,33.14,4.3,Email
TKT-002676,ACC-000860,2025-11-23,Onboarding,Medium,19.66,55.73,2.8,Help Center
TKT-002677,ACC-000860,2025-06-21,Performance,High,22.03,54.24,1.1,Chat
TKT-002678, ACC-000860 ,2026-01-06,Performance,Medium,16.35,49.87,1.7,Email
TKT-002679,ACC-000861,2025-08-16,Billing,Medium,4.89,17.06,4.7,Chat
TKT-002680,acc-000861,2026-02-26,Billing,Low,8.45,46.8,4.1,Help Center
TKT-002681,ACC 000861,2025-05-05,Performance,High,19.49,56.76,4.1,Email
TKT-002682,ACC 000861,2026-04-16,Onboarding,Medium,5.31,32.83,5,Email
TKT-002683,ACC-000862,2026-04-20,Onboarding,High,10.74,35.42,4.9,Email
TKT-002684,ACC-000862,2026-01-28,Billing,Medium,6.4,40.57,3.1,Chat
TKT-002685,ACC-000862,2025-11-06,Integration,High,10.48,30.69,4.3,Chat
TKT-002686,acc-000862,2026-07-23,Onboarding,Medium,10.12,47.47,3.1,Help Center
TKT-002687, ACC-000862 ,2026-06-30,Bug,High,19.66,46.97,3.1,Email
TKT-002688,ACC-000863,2025-05-22,Bug,Medium,10.89,36.31,3.9,Email
TKT-002689,ACC-000863,2025-09-16,Performance,Medium,6.12,25.03,3.8,Email
TKT-002690,ACC-000863,2025-09-15,Integration,Low,0.61,29.16,3.8,Help Center
TKT-002691,acc-000863,2025-08-23,Bug,Medium,8.86,29.9,3.6,Chat
TKT-002692,ACC-000864,2026-10-29,Onboarding,Low,8.37,27.15,3.0,Chat
TKT-002693,ACC-000864,2026-10-14,Performance,High,16.23,65.91,3.9,Help Center
TKT-002694,acc-000864,2027-01-06,Billing,Medium,13.21,50.45,4.4,Email
TKT-002695,ACC-000865,2025-10-11,Onboarding,High,22.57,59.65,4.0,Help Center
TKT-002696,ACC-000865,2025-02-22,Onboarding,Urgent,23.79,72.0,2.2,Chat
TKT-002697, ACC-000866 ,2026-10-20,Integration,High,28.33,78.42,1.3,Email
TKT-002698,ACC 000866,2026-06-16,Bug,Medium,0.2,25.34,3.0,Chat
TKT-002699,ACC-000866,2026-08-14,Onboarding,Low,10.48,33.89,3.2,Email
TKT-002700,acc-000866,2025-12-22,Beta feature,Medium,9.43,36.75,3.2,Chat
TKT-002701, ACC-000867 ,2026-05-04,Performance,Medium,19.36,69.36,5,Help Center
TKT-002702,ACC-000868,2026-11-28,Billing,Low,18.9,67.55,2.6,Email
TKT-002703, ACC-000868 ,2026-10-09,Beta feature,Medium,18.45,57.49,2.6,Email
TKT-002704, ACC-000870 ,2025-11-10,Integration,Low,2.97,17.28,3.0,Email
TKT-002705,ACC-000870,2025-09-14,Billing,Medium,19.07,33.48,3.2,Email
TKT-002706, ACC-000870 ,2025-12-20,Performance,Low,14.15,28.34,3.3,Email
TKT-002707, ACC-000870 ,2025-10-21,Billing,High,16.55,38.24,1.5,Email
TKT-002708,ACC-000871,2026-05-08,Billing,Medium,5.47,17.57,4.5,Email
TKT-002709,ACC-000871,2025-09-03,Performance,Medium,0.2,10.25,5,Chat
TKT-002710,acc-000871,2025-09-17,Bug,Medium,0.2,13.93,3.7,Chat
TKT-002711,acc-000872,2026-05-19,Billing,Medium,5.19,26.62,3.4,Phone
TKT-002712,ACC-000872,2026-06-06,Performance,Medium,13.52,66.0,4.0,Email
TKT-002713,ACC-000872,2026-05-07,Integration,High,13.92,35.86,2.8,Phone
TKT-002714,ACC-000873,2026-09-29,Beta feature,Medium,17.66,45.36,3.4,Email
TKT-002715,acc-000873,2026-03-25,Onboarding,Medium,10.06,39.78,3.9,Help Center
TKT-002716,ACC-000873,2026-07-08,Beta feature,Low,8.34,44.58,2.5,Email
TKT-002717, ACC-000873 ,2026-03-26,Billing,High,21.53,62.96,1.4,Chat
TKT-002718,acc-000873,2026-09-14,Beta feature,Medium,11.77,40.3,4.6,Email
TKT-002719, ACC-000873 ,2026-12-12,Beta feature,Medium,19.9,61.88,3.1,Email
TKT-002720,ACC-000873,2026-08-03,Onboarding,Low,12.22,51.41,2.6,Email
TKT-002721,ACC-000874,2025-06-13,Beta feature,Low,16.08,46.13,3.6,Email
TKT-002722,acc-000874,2025-06-30,Performance,Urgent,15.48,50.92,2.9,Email
TKT-002723,ACC 000874,2025-08-24,Integration,Low,16.35,46.02,2.3,Chat
TKT-002724,ACC 000875,2026-05-03,Bug,Low,12.73,54.05,4.0,Help Center
TKT-002725, ACC-000875 ,2026-08-09,Beta feature,Medium,11.22,45.56,3.0,Help Center
TKT-002726, ACC-000875 ,2026-08-24,Bug,High,20.91,79.23,1,Email
TKT-002727,ACC-000875,2026-08-15,Billing,Medium,7.62,28.44,3.0,Email
TKT-002728,ACC-000876,2025-07-19,Onboarding,Medium,0.2,21.87,3.5,Chat
TKT-002729,acc-000876,2026-01-21,Onboarding,Medium,5.85,27.6,4.3,Chat
TKT-002730,ACC-000876,2026-01-14,Billing,Medium,9.49,14.57,3.9,Chat
TKT-002731,acc-000876,2026-03-18,Onboarding,Medium,14.83,53.98,0,Email
TKT-002732, ACC-000877 ,2025-06-08,Billing,Medium,12.02,14.81,3.4,Help Center
TKT-002733,ACC-000877,2026-04-03,Onboarding,High,20.15,45.12,2.4,Phone
TKT-002734,acc-000877,2026-01-09,Beta feature,High,27.64,76.0,3.0,Email
TKT-002735,ACC-000877,2025-06-10,Bug,Low,15.48,47.82,3.6,Phone
TKT-002736,ACC 000878,2025-12-28,Beta feature,Medium,3.32,20.65,4.4,Email
TKT-002737, ACC-000878 ,2025-09-20,Integration,Medium,7.86,38.27,4.5,Chat
TKT-002738,ACC-000878,2026-07-08,Integration,High,14.67,54.76,4.4,Chat
TKT-002739,ACC-000878,2026-03-03,Performance,Medium,8.45,23.94,5.0,Email
TKT-002740,ACC-000878,2025-08-25,Performance,Medium,5.66,6.66,5,Email
TKT-002741,ACC-000879,2026-11-07,Bug,High,17.85,28.41,3.6,Chat
TKT-002742,acc-000879,2026-01-15,Performance,Medium,1.15,31.07,3.6,Chat
TKT-002743,ACC-000879,2025-12-25,Integration,Low,1.59,30.28,3.7,Chat
TKT-002744,acc-000881,2026-04-26,Performance,Medium,12.31,17.54,5,Chat
TKT-002745,ACC-000881,2025-12-05,Performance,Low,1.2,21.41,4.7,Email
TKT-002746,ACC-000881,2025-05-28,Performance,Urgent,14.81,49.69,5,Email
TKT-002747, ACC-000881 ,2025-07-04,Onboarding,Medium,5.81,21.68,4.7,Help Center
TKT-002748,ACC-000882,2025-11-14,Onboarding,Medium,7.75,31.01,3.9,Help Center
TKT-002749,ACC-000882,2025-10-13,Integration,Medium,17.07,57.24,2.9,Email
TKT-002750,acc-000883,2025-06-28,Bug,Urgent,24.16,82.66,4.0,Chat
TKT-002751,ACC 000883,2025-12-09,Billing,Urgent,12.55,55.04,3.2,Email
TKT-002752,ACC-000883,2026-05-29,Onboarding,High,27.55,68.91,2.9,Help Center
TKT-002753,ACC 000885,2026-11-15,Bug,High,20.75,62.76,3.3,Email
TKT-002754,ACC-000885,2026-11-17,Performance,Medium,17.61,68.2,3.0,Chat
TKT-002755,ACC 000885,2026-04-22,Onboarding,High,14.91,59.77,3.7,Help Center
TKT-002756,ACC 000885,2026-09-13,Billing,Low,11.25,42.0,3.5,Chat
TKT-002757,ACC-000885,2026-05-01,Billing,Medium,5.24,38.86,5,Email
TKT-002758,ACC-000886,2026-02-22,Bug,Low,13.25,37.62,1.7,Phone
TKT-002759,acc-000886,2026-09-17,Onboarding,High,27.61,65.31,4.2,Email
TKT-002760,ACC-000886,2026-05-24,Onboarding,Medium,12.79,44.07,2.8,Chat
TKT-002761, ACC-000886 ,2026-03-16,Beta feature,Medium,15.51,78.72,3.0,Help Center
TKT-002762, ACC-000887 ,2025-11-08,Onboarding,Low,9.03,48.03,5,Email
TKT-002763,ACC-000887,2025-12-25,Beta feature,Medium,5.86,43.19,5,Email
TKT-002764,acc-000887,2025-08-24,Onboarding,Low,0.2,26.98,3.8,Chat
TKT-002765,ACC 000887,2025-06-10,Bug,Low,8.87,37.9,4.7,Chat
TKT-002766,ACC-000887,2025-09-06,Bug,Low,17.23,52.4,4.9,Email
TKT-002767,acc-000888,2026-09-05,Billing,Low,8.7,37.8,5,Chat
TKT-002768,ACC-000888,2026-07-18,Bug,Medium,6.12,25.45,2.7,Email
TKT-002769,ACC-000888,2026-03-01,Bug,Low,8.87,38.42,3.8,Chat
TKT-002770,ACC-000889,2026-02-27,Bug,Medium,7.58,34.41,5,Chat
TKT-002771,ACC-000889,2025-11-14,Onboarding,Medium,4.67,22.82,5,Help Center
TKT-002772,ACC-000890,2026-05-07,Performance,Medium,11.46,23.46,4.3,Email
TKT-002773, ACC-000890 ,2025-11-29,Beta feature,High,12.91,56.21,1.6,Help Center
TKT-002774,ACC 000890,2026-02-12,Bug,Medium,8.39,28.29,3.5,Email
TKT-002775,ACC-000891,2026-07-15,Bug,High,33.89,88.02,2.2,Chat
TKT-002776,ACC 000891,2026-05-17,Billing,Medium,25.01,64.35,2.5,Email
TKT-002777,ACC-000891,2025-09-13,Beta feature,High,27.52,68.68,2.0,Chat
TKT-002778,ACC-000891,2026-01-21,Bug,Low,13.29,31.33,3.0,Chat
TKT-002779,ACC-000891,2026-07-13,Billing,Medium,15.87,53.57,3.0,Email
TKT-002780,acc-000892,2025-09-07,Onboarding,Medium,30.91,85.91,3.3,Email
TKT-002781,ACC-000892,2026-07-05,Performance,High,28.62,62.02,2.9,Help Center
TKT-002782,ACC-000892,2025-12-24,Onboarding,High,24.82,84.85,2.1,Chat
TKT-002783,acc-000892,2026-03-15,Onboarding,High,15.98,35.08,2.8,Chat
TKT-002784,ACC-000894,2025-12-15,Performance,Urgent,11.4,44.54,3.7,Chat
TKT-002785,acc-000894,2025-06-26,Onboarding,Medium,3.49,50.24,3.9,Email
TKT-002786,ACC-000894,2025-08-29,Bug,Low,7.21,14.95,4.1,Email
TKT-002787,ACC-000894,2025-05-09,Billing,Medium,6.6,27.46,4.6,Chat
TKT-002788,ACC-000895,2026-08-11,Integration,Medium,14.6,32.87,4.1,Phone
TKT-002789, ACC-000895 ,2026-04-10,Integration,Medium,4.02,32.74,4.6,Email
TKT-002790,ACC-000895,2026-03-18,Performance,Medium,2.27,24.08,4.2,Help Center
TKT-002791,ACC 000897,2026-07-04,Billing,Medium,11.61,30.56,3.2,Chat
TKT-002792,ACC-000897,2025-10-28,Integration,Medium,11.45,46.95,3.6,Help Center
TKT-002793,ACC 000897,2026-05-21,Performance,Medium,8.35,38.36,3.7,Chat
TKT-002794, ACC-000897 ,2026-03-22,Integration,Medium,6.14,26.22,5,Email
TKT-002795,ACC-000900,2025-07-03,Beta feature,High,22.7,57.35,2.0,Email
TKT-002796, ACC-000900 ,2025-06-28,Billing,Medium,13.4,41.25,2.5,Chat
TKT-002797,ACC-000900,2026-03-27,Beta feature,Medium,7.93,8.93,3.9,Email
TKT-002798,acc-000900,2026-06-12,Billing,Medium,13.38,29.47,2.8,Help Center
TKT-002799,ACC-000901,2026-02-15,Onboarding,High,26.21,80.39,1.0,Email
TKT-002800, ACC-000901 ,2026-04-18,Bug,High,23.08,55.26,1.9,Email
TKT-002801,acc-000901,2025-07-31,Bug,High,26.51,62.09,2.0,Email
TKT-002802,ACC 000901,2026-01-25,Beta feature,Low,18.15,33.47,2.0,Email
TKT-002803, ACC-000902 ,2026-05-31,Billing,Urgent,23.77,64.32,3.8,Chat
TKT-002804,ACC 000904,2026-03-23,Performance,Low,7.29,17.17,3.6,Email
TKT-002805,ACC-000904,2026-06-16,Billing,Urgent,7.92,31.23,2.4,Email
TKT-002806, ACC-000904 ,2025-10-06,Billing,High,18.94,57.18,3.9,Email
TKT-002807, ACC-000904 ,2026-01-01,Billing,High,15.52,48.27,1.8,Chat
TKT-002808,acc-000904,2026-04-23,Bug,High,7.34,17.21,2.7,Email
TKT-002809,ACC-000905,2026-01-07,Bug,Medium,4.17,22.29,4.2,Phone
TKT-002810,ACC-000905,2025-10-10,Integration,Low,2.23,40.19,3.8,Chat
TKT-002811,ACC-000906,2025-11-22,Integration,Medium,10.52,22.61,1.6,Chat
TKT-002812,ACC 000906,2025-03-12,Onboarding,Medium,17.74,37.58,3.3,Email
TKT-002813, ACC-000909 ,2025-12-30,Onboarding,Medium,10.4,55.06,1.7,Email
TKT-002814,acc-000909,2025-08-09,Billing,High,15.18,62.51,3.4,Email
TKT-002815, ACC-000909 ,2025-09-12,Bug,Medium,19.06,76.84,5,Help Center
TKT-002816,ACC-000909,2025-11-03,Beta feature,Low,18.57,52.45,2.5,Phone
TKT-002817,ACC-000911,2026-03-10,Performance,Medium,10.99,35.75,4.0,Help Center
TKT-002818,ACC-000911,2026-02-27,Onboarding,Medium,10.53,48.02,4.0,Email
TKT-002819,ACC-000911,2026-11-27,Beta feature,Low,19.38,57.25,4.2,Chat
TKT-002820,ACC-000911,2026-05-09,Performance,High,23.17,62.48,3.0,Email
TKT-002821,ACC 000912,2026-04-19,Bug,Medium,17.26,51.41,4.1,Help Center
TKT-002822, ACC-000912 ,2026-04-30,Onboarding,Low,8.88,41.8,3.8,Chat
TKT-002823,ACC 000914,2025-12-05,Beta feature,Low,11.39,24.86,3.7,Chat
TKT-002824,acc-000914,2025-12-25,Onboarding,Low,8.61,32.46,4.4,Email
TKT-002825, ACC-000914 ,2025-11-23,Integration,High,21.8,62.08,4.3,Help Center
TKT-002826, ACC-000914 ,2025-07-10,Integration,High,11.56,12.56,5,Email
TKT-002827,ACC-000916,2026-04-27,Integration,Medium,15.36,47.18,2.5,Email
TKT-002828, ACC-000916 ,2025-12-19,Billing,Medium,14.16,42.93,4.1,Chat
TKT-002829,ACC 000917,2025-04-23,Integration,Low,8.9,19.03,3.2,Help Center
TKT-002830,acc-000917,2026-02-04,Onboarding,Medium,11.23,38.74,2.5,Email
TKT-002831,ACC 000917,2026-01-04,Performance,High,17.0,55.84,2.6,Email
TKT-002832, ACC-000917 ,2025-11-07,Billing,High,14.03,45.07,3.3,Email
TKT-002833,ACC-000917,2025-09-04,Bug,Medium,7.07,19.57,4.6,Email
TKT-002834, ACC-000917 ,2025-07-11,Beta feature,Medium,8.39,48.46,4.7,Chat
TKT-002835,ACC-000918,2025-07-26,Onboarding,Low,13.38,39.91,4.2,Help Center
TKT-002836,acc-000918,2025-07-24,Performance,Low,14.2,31.71,4.3,Email
TKT-002837,acc-000918,2026-05-06,Onboarding,High,11.19,58.14,3.3,Email
TKT-002838,ACC-000918,2025-11-08,Integration,Urgent,19.86,48.03,3.7,Chat
TKT-002839,ACC 000919,2026-11-17,Integration,Medium,0.2,23.55,5,Phone
TKT-002840,ACC-000919,2026-08-21,Onboarding,Low,8.43,29.66,4.4,Chat
TKT-002841, ACC-000919 ,2026-02-15,Bug,Low,5.27,37.91,3.7,Phone
TKT-002842,ACC 000920,2026-03-30,Beta feature,Medium,10.34,20.15,3.1,Chat
TKT-002843, ACC-000920 ,2026-04-20,Bug,Medium,8.12,22.68,5,Phone
TKT-002844,ACC-000920,2025-10-03,Performance,Medium,10.38,55.84,4.6,Email
TKT-002845,ACC-000920,2026-04-23,Beta feature,Medium,0.41,1.41,4.2,Email
TKT-002846,ACC 000921,2026-09-05,Billing,High,30.36,67.03,1,Email
TKT-002847,ACC-000921,2026-07-17,Performance,Medium,20.03,44.97,2.1,Chat
TKT-002848,ACC-000921,2026-08-26,Bug,Urgent,28.94,90.78,2.1,Email
TKT-002849,acc-000923,2026-03-28,Onboarding,Low,8.04,27.4,5,Help Center
TKT-002850,ACC-000923,2026-07-06,Onboarding,Medium,4.48,24.0,5,Help Center
TKT-002851,ACC-000923,2026-05-07,Beta feature,Low,12.2,75.95,5,Email
TKT-002852,acc-000923,2025-10-16,Onboarding,Low,3.06,29.22,3.7,Email
TKT-002853,acc-000923,2026-06-30,Bug,Low,8.46,14.92,4.1,Email
TKT-002854,acc-000923,2026-06-19,Bug,High,12.16,61.61,5,Email
TKT-002855,ACC-000923,2026-07-14,Bug,Medium,7.63,36.87,5,Email
TKT-002856, ACC-000924 ,2026-01-30,Onboarding,Low,9.47,10.91,3.7,Email
TKT-002857,ACC-000924,2025-10-30,Billing,High,15.65,32.24,2.9,Email
TKT-002858, ACC-000924 ,2025-05-21,Performance,Low,8.09,51.06,5,Phone
TKT-002859,ACC-000925,2025-09-03,Performance,Medium,11.11,51.59,5,Chat
TKT-002860,acc-000925,2025-04-28,Onboarding,Low,8.37,30.98,3.3,Chat
TKT-002861,ACC-000925,2025-04-20,Billing,Medium,5.04,23.1,4.5,Email
TKT-002862, ACC-000925 ,2025-03-25,Integration,Medium,0.2,19.53,4.7,Email
TKT-002863,ACC-000925,2025-08-28,Performance,Medium,6.84,30.21,3.6,Chat
TKT-002864,ACC 000925,2026-02-25,Bug,Low,10.2,23.2,3.5,Email
TKT-002865,ACC-000926,2025-08-11,Beta feature,High,16.29,33.14,2.2,Email
TKT-002866,acc-000926,2025-05-25,Bug,High,18.17,55.74,3.8,Chat
TKT-002867,acc-000926,2025-08-19,Performance,Medium,4.2,38.53,4.0,Email
TKT-002868,acc-000926,2025-11-08,Integration,Medium,13.64,46.44,2.8,Chat
TKT-002869,ACC 000926,2025-12-25,Onboarding,Medium,12.19,18.78,3.6,Email
TKT-002870,ACC-000927,2026-03-31,Onboarding,Low,14.04,41.03,4.3,Chat
TKT-002871,acc-000927,2025-12-03,Onboarding,High,13.77,55.94,4.7,Chat
TKT-002872,ACC-000927,2026-05-04,Integration,Medium,11.21,14.15,2.9,Email
TKT-002873,ACC-000927,2026-01-15,Billing,Medium,5.26,47.28,2.6,Phone
TKT-002874,ACC 000927,2025-10-17,Bug,Low,4.72,28.29,3.2,Email
TKT-002875, ACC-000927 ,2026-05-26,Performance,High,18.26,58.61,2.9,Email
TKT-002876,ACC-000927,2025-10-27,Beta feature,Low,8.12,30.24,3.7,Email
TKT-002877,ACC-000928,2026-01-02,Onboarding,High,30.64,77.49,1.7,Email
TKT-002878,ACC-000928,2025-07-17,Onboarding,Medium,16.45,29.33,2.1,Phone
TKT-002879, ACC-000929 ,2025-02-16,Integration,Low,0.3,19.84,3.4,Email
TKT-002880,ACC 000930,2026-01-26,Billing,Medium,30.58,81.15,3.4,Help Center
TKT-002881, ACC-000930 ,2026-06-28,Onboarding,Low,27.9,61.8,2.7,Email
TKT-002882,ACC 000930,2026-08-24,Integration,Urgent,23.47,65.15,1.8,Email
TKT-002883,ACC 000930,2026-03-11,Beta feature,High,20.87,75.82,1.9,Chat
TKT-002884,ACC-000931,2025-07-07,Beta feature,Medium,13.33,50.95,3.9,Chat
TKT-002885, ACC-000931 ,2025-01-16,Integration,Medium,8.54,37.31,5,Chat
TKT-002886,ACC 000932,2025-07-24,Beta feature,Medium,23.19,72.74,4.3,Email
TKT-002887,acc-000932,2025-10-18,Beta feature,Urgent,19.64,48.42,1.5,Email
TKT-002888,ACC 000932,2025-07-20,Beta feature,Medium,19.26,52.77,4.3,Chat
TKT-002889,acc-000932,2025-12-26,Performance,Urgent,39.04,63.46,3.3,Email
TKT-002890,ACC-000933,2025-06-15,Bug,Low,13.31,50.59,4.8,Email
TKT-002891,ACC-000933,2026-01-21,Integration,Low,1.54,22.09,4.2,Chat
TKT-002892, ACC-000933 ,2026-03-07,Performance,Medium,15.16,32.72,4.3,Chat
TKT-002893,ACC-000933,2025-11-23,Billing,Low,14.7,68.77,4.6,Phone
TKT-002894,ACC-000933,2025-04-22,Bug,High,23.98,55.49,3.7,Email
TKT-002895, ACC-000934 ,2025-08-20,Bug,Low,2.66,52.26,5,Phone
TKT-002896,ACC-000934,2025-09-24,Beta feature,Medium,8.77,16.57,3.9,Chat
TKT-002897,ACC-000934,2026-01-23,Onboarding,Medium,0.2,21.63,3.4,Phone
TKT-002898,ACC-000935,2025-10-24,Onboarding,High,9.01,29.77,2.8,Email
TKT-002899,ACC-000935,2026-07-07,Performance,Medium,11.78,35.74,4.5,Email
TKT-002900,ACC 000935,2026-01-09,Beta feature,High,19.31,36.07,3.2,Email
TKT-002901,acc-000935,2026-01-24,Performance,Low,12.03,52.11,4.6,Phone
TKT-002902,ACC-000935,2026-06-22,Performance,Low,5.69,19.26,4.6,Help Center
TKT-002903,ACC-000935,2026-05-27,Billing,Low,14.53,50.21,3.9,Chat
TKT-002904,ACC-000935,2026-01-23,Performance,Low,12.53,43.64,5,Help Center
TKT-002905, ACC-000937 ,2026-07-30,Bug,Medium,5.31,25.25,4.7,Help Center
TKT-002906,ACC-000938,2026-03-20,Bug,Low,11.16,32.06,2.3,Chat
TKT-002907,acc-000939,2025-08-08,Integration,Medium,0.2,19.07,4.8,Chat
TKT-002908,ACC-000939,2025-10-17,Performance,Medium,12.65,34.42,4.4,Email
TKT-002909,ACC-000939,2025-06-04,Integration,Medium,11.8,26.85,2.8,Email
TKT-002910,ACC 000939,2025-10-22,Onboarding,Urgent,17.4,50.58,3.9,Chat
TKT-002911,ACC 000939,2025-12-30,Bug,Urgent,11.19,48.09,3.3,Help Center
TKT-002912,ACC-000939,2025-03-30,Bug,Medium,10.22,40.66,4.5,Phone
TKT-002913,ACC 000940,2025-10-11,Onboarding,Low,10.96,45.27,4.8,Help Center
TKT-002914,ACC 000941,2025-07-27,Performance,High,13.09,44.32,3.6,Chat
TKT-002915,ACC-000941,2025-08-24,Bug,Medium,18.26,52.02,4.2,Chat
TKT-002916,ACC 000942,2026-09-24,Beta feature,Medium,11.49,65.3,1.6,Email
TKT-002917,ACC 000942,2026-04-11,Onboarding,Medium,13.15,51.63,2.1,Email
TKT-002918,ACC-000942,2026-04-28,Beta feature,Medium,24.84,80.93,3.9,Email
TKT-002919,ACC-000943,2026-02-08,Onboarding,Medium,17.2,38.57,5,Chat
TKT-002920,acc-000943,2026-07-03,Billing,Urgent,29.84,67.28,3.4,Chat
TKT-002921,ACC-000943,2026-06-16,Performance,Medium,9.65,36.79,3.7,Chat
TKT-002922,acc-000944,2025-10-27,Beta feature,Medium,8.78,34.68,3.0,Email
TKT-002923, ACC-000944 ,2025-10-02,Billing,High,21.44,63.52,2.1,Chat
TKT-002924,ACC-000944,2025-10-11,Performance,Medium,17.28,41.29,3.5,Help Center
TKT-002925,acc-000944,2025-11-27,Onboarding,Urgent,23.71,64.03,1.9,Chat
TKT-002926, ACC-000945 ,2025-09-04,Performance,High,10.18,41.85,4.1,Chat
TKT-002927,ACC-000945,2025-11-04,Performance,Medium,9.88,20.33,4.3,Email
TKT-002928,acc-000945,2025-10-28,Integration,High,12.3,48.48,3.2,Chat
TKT-002929,ACC 000945,2025-06-27,Integration,Low,10.07,30.73,4.2,Chat
TKT-002930,ACC-000946,2026-05-18,Bug,Medium,22.31,73.91,5,Phone
TKT-002931,ACC 000946,2026-09-16,Billing,High,13.01,39.76,4.2,Chat
TKT-002932,acc-000947,2026-04-24,Onboarding,Urgent,15.12,68.35,3.0,Chat
TKT-002933,ACC 000947,2026-06-09,Onboarding,Medium,15.97,34.73,2.8,Email
TKT-002934,ACC-000947,2026-07-31,Onboarding,Medium,14.39,51.78,2.8,Help Center
TKT-002935,ACC 000948,2026-06-10,Integration,High,29.22,84.87,2.1,Phone
TKT-002936,ACC-000948,2025-09-04,Onboarding,Medium,16.45,29.26,2.2,Email
TKT-002937,ACC 000948,2026-06-21,Integration,Medium,17.31,38.16,2.7,Email
