account_id,account_name,industry,employee_band,plan,sales_rep,acquisition_channel,close_date,contract_start_date,gross_contract_value_eur,contract_value_eur,discount_pct,discount_anomaly_flag,closed_mrr_eur,sales_fit_score,low_fit_flag,beta_feature_promised,beta_feature_category,product_record_present,onboarding_completed,activation_days,feature_adoption_rate,weekly_active_users,pages_published,ecommerce_enabled,support_ticket_count_90d,support_ticket_count_180d,avg_first_response_hours,avg_support_csat,latest_health_score,avg_nps_6m,avg_csat_6m,churned_90d,churned_180d,churned_12m,churn_reason,revenue_quality_risk_index,revenue_quality_segment
ACC-000798,PossiblePage Account 0798,Hospitality,51-200,Growth,Sales Rep #10,Referral,2025-10-17,2025-10-24,9750.29,8980.49,0.079,False,748.37,39.2,True,False,,False,False,,0.0,0,0,False,1,2,24.05,2.5,20.7,-51.2,2.1,False,False,False,,46.0,Watchlist
ACC-000799,PossiblePage Account 0799,Nonprofit,51-200,Growth,Sales Rep #4,Paid Search,2025-11-18,2025-11-27,20059.76,19226.8,0.0415,False,1602.23,86.4,False,False,,True,True,20.0,0.8208,24,14,False,1,4,13.66,3.23,91.0,57.8,4.3,False,False,False,,12.2,Healthy
ACC-000800,PossiblePage Account 0800,Nonprofit,11-50,Scale,Sales Rep #9,Outbound,2025-07-27,2025-08-13,33800.41,26444.02,0.2176,False,2203.67,30.1,True,False,,True,True,18.0,0.2419,15,7,True,0,0,14.05,2.95,58.7,8.7,3.5,False,False,False,,33.9,Healthy
ACC-000801,PossiblePage Account 0801,Nonprofit,1-10,Starter,Sales Rep #7,Referral,2025-05-30,2025-06-22,6034.95,4926.14,0.1837,False,410.51,25.8,True,False,,False,False,,0.0,0,0,False,0,1,22.51,2.52,18.0,-37.5,1.8,False,False,False,,47.1,Watchlist
ACC-000802,PossiblePage Account 0802,Real Estate,51-200,Growth,Sales Rep #1,Paid Search,2025-09-22,2025-10-19,11539.32,10557.51,0.0851,False,879.79,61.7,False,False,,True,False,14.0,0.4493,16,0,False,1,1,5.6,3.8,73.2,31.3,4.0,False,False,False,,22.7,Healthy
ACC-000803,PossiblePage Account 0803,Real Estate,1000+,Scale,Sales Rep #7,Referral,2025-08-16,2025-08-24,42954.57,35036.57,0.1843,False,2919.71,74.7,False,True,Advanced integrations,False,False,,0.0,0,0,False,1,1,7.46,3.7,42.5,-14.3,2.9,False,False,False,,44.4,Watchlist
ACC-000804,PossiblePage Account 0804,Software,11-50,Growth,Sales Rep #9,Inbound Demo,2025-10-10,2025-10-22,19650.94,17562.45,0.1063,False,1463.54,88.8,False,False,,True,True,17.0,1.0,25,17,True,2,2,11.55,3.95,100.0,51.0,4.8,False,False,False,,9.5,Healthy
ACC-000805,PossiblePage Account 0805,Financial Services,1000+,Growth,Sales Rep #8,Referral,2025-01-19,2025-02-06,22464.37,21826.92,0.0284,False,1818.91,75.0,False,False,,True,True,10.0,0.6777,14,2,True,0,2,15.34,4.13,72.2,46.0,3.8,False,False,False,,16.6,Healthy
ACC-000806,PossiblePage Account 0806,Education,51-200,Scale,Sales Rep #9,Webinar,2025-08-05,2025-08-14,55105.27,54651.87,0.0082,False,4554.32,86.4,False,False,,True,False,28.0,0.9296,25,21,False,0,3,7.8,4.1,75.8,44.0,4.3,False,False,False,,7.4,Healthy
ACC-000807,PossiblePage Account 0807,Manufacturing,11-50,Enterprise,Sales Rep #10,Outbound,2025-10-02,2025-10-08,104808.01,86213.2,0.1774,False,7184.43,51.6,True,False,,True,True,17.0,0.5088,23,14,True,1,2,18.44,3.65,58.8,13.5,3.3,False,False,False,,28.9,Healthy
ACC-000808,PossiblePage Account 0808,Software,11-50,Growth,Sales Rep #4,Webinar,2025-11-01,2025-11-03,16041.12,14522.21,0.0947,False,1210.18,88.6,False,False,,True,True,1.0,0.6889,20,16,False,1,1,2.41,3.9,0.3,-73.3,1.4,False,True,True,Too many support issues,36.0,Watchlist
ACC-000809,PossiblePage Account 0809,Nonprofit,1-10,Starter,Sales Rep #8,Inbound Demo,2025-10-22,2025-11-14,2455.38,2239.69,0.0878,False,186.64,84.9,False,False,,True,True,16.0,0.902,31,18,False,0,2,16.61,3.35,95.9,64.3,4.6,False,False,False,,8.8,Healthy
ACC-000810,PossiblePage Account 0810,Financial Services,201-1000,Starter,Sales Rep #4,Inbound Demo,2025-05-23,2025-06-11,6508.46,6129.49,0.0582,False,510.79,77.8,False,False,,True,True,5.0,0.6353,13,8,False,0,2,8.22,4.38,90.6,75.7,4.7,False,False,False,,12.6,Healthy
ACC-000811,PossiblePage Account 0811,Hospitality,1-10,Enterprise,Sales Rep #7,Paid Search,2025-02-28,2025-03-28,119266.31,112194.84,0.0593,False,9349.57,89.6,False,False,,True,True,17.0,0.9326,32,18,False,0,0,,,92.1,75.0,4.5,False,False,False,,7.9,Healthy
ACC-000812,PossiblePage Account 0812,Financial Services,11-50,Scale,Sales Rep #7,Partner,2025-02-18,2025-03-04,53326.82,50468.93,0.0536,False,4205.74,92.6,False,False,,True,True,8.0,0.8028,32,13,False,0,0,,,100.0,85.0,4.9,False,False,False,,8.4,Healthy
ACC-000813,PossiblePage Account 0813,Nonprofit,11-50,Growth,Sales Rep #10,Webinar,2025-04-29,2025-05-11,15079.73,13701.59,0.0914,False,1141.8,79.9,False,False,,True,True,12.0,0.7989,29,14,True,2,2,12.77,3.2,80.8,60.2,4.3,False,False,False,,16.0,Healthy
ACC-000814,PossiblePage Account 0814,Financial Services,51-200,Scale,Sales Rep #1,Webinar,2025-02-22,2025-03-24,58070.35,52306.17,0.0993,False,4358.85,64.0,False,False,,True,True,5.0,0.5722,21,8,False,0,0,,,69.2,14.0,3.2,False,False,False,,22.7,Healthy
ACC-000815,PossiblePage Account 0815,Financial Services,51-200,Starter,Sales Rep #9,Partner,2025-01-31,2025-02-03,7340.5,6654.91,0.0934,False,554.58,87.8,False,False,,True,True,4.0,0.9185,24,15,False,0,0,8.14,4.22,83.5,58.3,4.6,False,False,False,,6.3,Healthy
ACC-000816,PossiblePage Account 0816,Financial Services,11-50,Starter,Sales Rep #6,Inbound Demo,2025-09-27,2025-10-03,4502.06,4279.72,0.0494,False,356.64,55.5,False,False,,True,False,21.0,0.5444,18,15,False,0,0,,,62.4,23.8,3.4,False,False,False,,24.8,Healthy
ACC-000817,PossiblePage Account 0817,Real Estate,11-50,Growth,Sales Rep #10,Partner,2025-07-28,2025-08-23,15614.02,14007.64,0.1029,False,1167.3,94.0,False,False,,True,False,30.0,1.0,37,20,True,0,0,13.64,2.65,92.9,80.3,4.7,False,False,False,,4.6,Healthy
ACC-000818,PossiblePage Account 0818,Education,51-200,Starter,Sales Rep #8,Webinar,2025-12-17,2025-12-24,6102.96,5005.58,0.1798,False,417.13,27.6,True,True,Beta checkout,True,True,25.0,0.0089,3,3,False,3,4,22.36,2.45,15.7,-55.0,2.2,False,False,False,,64.5,Risky
ACC-000819,PossiblePage Account 0819,Financial Services,51-200,Enterprise,Sales Rep #8,Inbound Demo,2025-04-30,2025-05-23,138591.44,120570.96,0.13,False,10047.58,85.9,False,False,,True,True,17.0,0.9405,23,22,False,0,1,8.73,4.2,71.8,25.3,3.6,False,False,False,,9.5,Healthy
ACC-000820,PossiblePage Account 0820,Manufacturing,51-200,Starter,Sales Rep #1,Webinar,2025-08-30,2025-09-23,7274.61,6920.85,0.0486,False,576.74,76.0,False,False,,True,True,9.0,0.4867,32,6,False,0,0,16.36,2.9,73.4,45.2,4.5,False,False,False,,17.9,Healthy
ACC-000821,PossiblePage Account 0821,Nonprofit,11-50,Growth,Sales Rep #9,Outbound,2025-11-23,2025-12-14,12926.6,11668.84,0.0973,False,972.4,67.9,False,False,,True,True,18.0,0.5063,22,15,False,0,2,11.18,4.23,64.1,26.7,3.8,False,False,False,,20.5,Healthy
ACC-000822,PossiblePage Account 0822,Nonprofit,51-200,Scale,Sales Rep #2,Paid Search,2025-05-15,2025-06-07,62295.1,53106.12,0.1475,False,4425.51,51.5,True,True,AI page builder,True,False,46.0,0.5195,26,12,True,1,3,27.14,2.4,31.4,-21.3,2.5,False,False,False,,46.2,Watchlist
ACC-000823,PossiblePage Account 0823,Healthcare,1-10,Growth,Sales Rep #8,Outbound,2025-11-03,2025-12-02,10404.55,9512.86,0.0857,False,792.74,75.1,False,False,,True,True,3.0,0.6011,10,9,False,2,2,6.67,3.65,81.4,61.3,4.4,False,False,False,,18.7,Healthy
ACC-000824,PossiblePage Account 0824,Hospitality,1-10,Starter,Sales Rep #2,Partner,2025-05-02,2025-06-01,3968.02,3471.66,0.1251,False,289.31,57.3,False,False,,True,True,19.0,0.7234,24,14,False,0,0,,,68.2,34.8,4.2,False,False,False,,19.2,Healthy
ACC-000825,PossiblePage Account 0825,Manufacturing,11-50,Growth,Sales Rep #2,Webinar,2025-02-11,2025-02-19,18678.95,17153.14,0.0817,False,1429.43,32.2,True,False,,True,True,16.0,0.2703,9,7,True,1,3,18.31,3.17,10.4,-30.0,2.2,False,False,True,Low product fit,42.4,Watchlist
ACC-000826,PossiblePage Account 0826,Professional Services,51-200,Starter,Sales Rep #4,Inbound Demo,2025-10-31,2025-11-20,7023.82,6708.21,0.0449,False,559.02,80.3,False,False,,True,True,13.0,0.774,10,9,False,0,0,8.7,3.7,93.7,75.0,4.9,False,False,False,,9.5,Healthy
ACC-000827,PossiblePage Account 0827,Retail,51-200,Starter,Sales Rep #4,Paid Search,2025-09-10,2025-09-10,3172.83,3145.88,0.0085,False,262.16,96.9,False,True,Dynamic forms,True,True,13.0,0.9414,28,19,False,0,1,17.3,2.7,54.7,12.7,3.4,False,False,False,,22.5,Healthy
ACC-000828,PossiblePage Account 0828,Software,201-1000,Scale,Sales Rep #3,Outbound,2025-03-11,2025-03-29,46568.77,39661.99,0.1483,True,3305.17,60.0,False,False,,True,True,4.0,0.6402,24,15,True,2,3,4.26,3.73,77.0,39.7,4.1,False,False,False,,21.5,Healthy
ACC-000829,PossiblePage Account 0829,Nonprofit,11-50,Scale,Sales Rep #5,Outbound,2025-03-17,2025-04-12,61554.28,53901.33,0.1243,False,4491.78,57.6,False,False,,True,True,15.0,0.4818,27,5,True,0,0,,,65.3,26.5,3.8,False,False,False,,24.2,Healthy
ACC-000830,PossiblePage Account 0830,Software,11-50,Starter,Sales Rep #10,Referral,2025-02-14,2025-03-12,6498.45,5753.31,0.1147,False,479.44,94.4,False,False,,True,True,11.0,0.8627,32,14,False,2,5,9.2,4.28,82.0,47.5,3.9,False,False,False,,12.4,Healthy
ACC-000831,PossiblePage Account 0831,Software,1-10,Growth,Sales Rep #1,Referral,2025-03-03,2025-02-22,17029.91,14278.15,0.1616,True,1189.85,61.8,False,True,Beta checkout,True,True,24.0,0.2715,0,9,False,1,2,11.37,3.27,27.1,-32.3,2.0,False,False,False,,46.6,Watchlist
ACC-000832,PossiblePage Account 0832,Professional Services,201-1000,Growth,Sales Rep #3,Webinar,2025-02-17,2025-03-05,13005.55,11778.35,0.0944,False,981.53,79.9,False,False,,True,True,2.0,0.9405,22,15,False,0,1,15.75,3.15,76.4,27.0,4.0,False,False,False,,10.8,Healthy
ACC-000833,PossiblePage Account 0833,Software,1-10,Growth,Sales Rep #7,Paid Search,2025-10-11,2025-11-10,13161.17,12331.65,0.063,False,1027.64,89.3,False,False,,True,True,10.0,0.7675,24,18,False,0,0,,,90.0,46.0,4.2,False,False,False,,11.4,Healthy
ACC-000834,PossiblePage Account 0834,Software,11-50,Scale,Sales Rep #2,Paid Search,2025-03-23,2025-03-29,64759.93,54472.28,0.1589,False,4539.36,36.5,True,False,,True,True,21.0,0.5263,17,9,True,1,4,17.65,2.94,29.2,-30.8,2.3,False,False,False,,35.9,Watchlist
ACC-000835,PossiblePage Account 0835,Professional Services,11-50,Starter,Sales Rep #9,Partner,2025-10-26,2025-11-11,2510.26,2347.32,0.0649,False,195.61,63.6,False,False,,True,True,17.0,0.6705,31,12,False,0,0,,,80.9,49.5,3.9,False,False,False,,18.8,Healthy
ACC-000836,PossiblePage Account 0836,Software,1-10,Starter,Sales Rep #3,Paid Search,2025-01-13,2025-01-28,7238.87,6969.07,0.0373,False,580.76,97.3,False,False,,True,False,24.0,0.9926,29,17,False,1,2,8.74,4.25,71.3,42.0,4.4,False,False,False,,6.7,Healthy
ACC-000837,PossiblePage Account 0837,Professional Services,51-200,Scale,Sales Rep #7,Inbound Demo,2025-01-20,2025-02-10,51404.16,47722.11,0.0716,False,3976.84,57.6,False,False,,True,True,12.0,0.5216,29,17,False,2,2,8.23,4.47,69.7,15.3,3.6,False,False,False,,26.4,Healthy
ACC-000838,PossiblePage Account 0838,Software,51-200,Starter,Sales Rep #1,Outbound,2025-02-24,2025-02-26,7634.43,5983.58,0.2162,False,498.63,51.8,True,True,Beta checkout,True,True,23.0,0.1454,4,0,False,1,3,22.83,2.0,14.2,-71.2,1.5,False,True,True,Low product fit,66.9,Risky
ACC-000839,PossiblePage Account 0839,Real Estate,201-1000,Scale,Sales Rep #6,Partner,2025-05-29,2025-06-19,55960.06,55379.56,0.0104,False,4614.96,97.6,False,False,,True,True,13.0,1.0,27,15,False,0,1,4.13,4.8,96.1,69.8,4.5,False,False,False,,2.5,Healthy
ACC-000840,PossiblePage Account 0840,Software,1-10,Starter,Sales Rep #10,Inbound Demo,2025-09-25,2025-10-13,5554.13,4680.81,0.1572,False,390.07,90.5,False,True,Advanced integrations,True,True,21.0,0.8479,20,14,False,1,3,14.35,3.9,63.5,32.3,3.9,False,False,False,,25.2,Healthy
ACC-000841,PossiblePage Account 0841,Manufacturing,51-200,Scale,Sales Rep #3,Paid Search,2025-05-27,2025-06-16,42325.26,39966.15,0.0557,False,3330.51,64.5,False,False,,True,True,10.0,0.7289,30,16,False,0,0,,,10.8,-20.7,2.9,False,False,True,No internal adoption,24.5,Healthy
ACC-000842,PossiblePage Account 0842,Healthcare,1-10,Starter,Sales Rep #5,Outbound,2025-07-26,2025-07-28,5192.21,4387.32,0.155,False,365.61,73.6,False,False,,False,False,,0.0,0,0,False,2,2,7.53,4.16,5.8,-3.5,2.9,False,False,True,Too many support issues,37.1,Watchlist
ACC-000843,PossiblePage Account 0843,Education,51-200,Scale,Sales Rep #5,Outbound,2025-08-28,2025-09-10,56565.88,48578.18,0.1412,False,4048.18,97.2,False,False,,True,True,11.0,1.0,35,19,True,0,0,,,86.8,71.8,4.7,False,False,False,,4.8,Healthy
ACC-000844,PossiblePage Account 0844,Professional Services,51-200,Starter,Sales Rep #3,Webinar,2025-05-09,2025-05-29,7694.44,6580.33,0.1448,False,548.36,26.2,True,False,,True,False,32.0,0.5395,18,6,False,1,2,18.54,3.1,41.3,-16.0,2.5,False,False,False,,36.7,Watchlist
ACC-000845,PossiblePage Account 0845,Software,51-200,Starter,Sales Rep #2,Paid Search,2025-11-23,2025-12-10,4824.84,3861.31,0.1997,False,321.78,48.9,True,True,Dynamic forms,True,False,47.0,0.5142,17,12,False,1,1,14.73,3.0,54.3,-4.7,3.0,False,False,False,,41.7,Watchlist
ACC-000846,PossiblePage Account 0846,Retail,11-50,Growth,Sales Rep #9,Outbound,2025-07-25,2025-08-07,10528.52,8913.84,0.1534,False,742.82,62.0,False,True,Dynamic forms,True,True,23.0,0.2202,11,7,False,1,1,24.23,2.2,9.8,-70.2,1.5,True,True,True,Beta feature gap,64.2,Risky
ACC-000847,PossiblePage Account 0847,Software,1000+,Scale,Sales Rep #5,Webinar,2025-12-08,2025-12-12,63840.11,56890.72,0.1089,False,4740.89,55.5,False,False,,True,True,16.0,0.546,29,16,True,1,1,10.09,2.7,67.1,15.5,3.5,False,False,False,,24.9,Healthy
ACC-000848,PossiblePage Account 0848,Financial Services,1-10,Starter,Sales Rep #10,Webinar,2025-12-08,2025-12-18,6718.51,6360.34,0.0533,False,530.03,68.2,False,False,,True,True,14.0,0.5274,22,11,False,0,0,,,80.3,45.8,4.1,False,False,False,,19.7,Healthy
ACC-000849,PossiblePage Account 0849,Education,201-1000,Enterprise,Sales Rep #6,Inbound Demo,2025-08-30,2025-09-28,102806.08,90958.75,0.1152,False,7579.9,89.1,False,False,,True,True,18.0,0.7979,26,13,False,0,2,8.01,4.03,84.3,40.5,4.3,False,False,False,,8.7,Healthy
ACC-000850,PossiblePage Account 0850,Retail,201-1000,Growth,Sales Rep #4,Inbound Demo,2025-04-16,2025-04-26,19614.46,16825.0,0.1422,False,1402.08,55.3,False,False,,True,True,23.0,0.642,22,7,False,2,2,11.9,4.85,71.0,30.8,3.9,False,False,False,,24.8,Healthy
ACC-000851,PossiblePage Account 0851,Healthcare,51-200,Starter,Sales Rep #6,Paid Search,2025-06-01,2025-06-28,2827.27,2571.62,0.0904,False,214.3,64.5,False,False,,True,True,14.0,0.4621,15,16,False,0,0,,,71.3,29.8,3.8,False,False,False,,22.8,Healthy
ACC-000852,PossiblePage Account 0852,Software,1000+,Starter,Sales Rep #8,Webinar,2025-06-17,2025-07-15,4327.98,3922.05,0.0938,False,326.84,92.5,False,False,,True,True,26.0,0.942,32,17,False,1,1,16.65,3.73,78.9,39.0,4.0,False,False,False,,10.5,Healthy
ACC-000853,PossiblePage Account 0853,Software,11-50,Growth,Sales Rep #5,Webinar,2025-05-18,2025-06-15,24555.97,23547.71,0.0411,False,1962.31,83.8,False,False,,True,True,22.0,0.9141,28,18,True,0,0,,,80.9,49.7,4.2,False,False,False,,10.1,Healthy
ACC-000854,PossiblePage Account 0854,Financial Services,11-50,Starter,Sales Rep #2,Webinar,2025-10-30,2025-11-07,7938.58,7713.71,0.0283,False,642.81,60.6,False,False,,True,True,12.0,0.6003,17,18,False,2,4,9.29,3.66,66.1,27.2,3.9,False,False,False,,24.2,Healthy
ACC-000855,PossiblePage Account 0855,Financial Services,11-50,Scale,Sales Rep #5,Inbound Demo,2025-07-02,2025-07-27,37971.35,36617.89,0.0356,False,3051.49,93.0,False,False,,True,True,12.0,0.7482,31,14,True,1,1,3.91,4.25,81.9,43.5,3.8,False,False,False,,11.4,Healthy
ACC-000856,PossiblePage Account 0856,Hospitality,11-50,Starter,Sales Rep #5,Outbound,2025-12-18,2026-01-15,5870.71,4482.48,0.2365,False,373.54,47.6,True,False,,True,True,26.0,0.4441,1,6,False,0,1,18.06,2.9,46.8,10.0,3.0,False,False,False,,30.0,Healthy
ACC-000857,PossiblePage Account 0857,Professional Services,51-200,Scale,Sales Rep #5,Partner,2025-01-01,2025-01-31,26987.61,20589.84,0.2371,False,1715.82,50.9,True,True,CRM sync,True,False,36.0,0.0,7,13,True,0,1,16.61,3.23,7.4,-73.3,1.4,False,True,True,Low product fit,66.6,Risky
ACC-000858,PossiblePage Account 0858,Manufacturing,1-10,Starter,Sales Rep #8,Outbound,2025-06-11,2025-06-30,3361.22,2672.05,0.205,False,222.67,65.5,False,True,Advanced integrations,True,True,22.0,0.6321,16,14,False,1,3,11.47,3.36,29.4,-20.7,2.3,False,False,False,,39.2,Watchlist
ACC-000859,PossiblePage Account 0859,Professional Services,201-1000,Scale,Sales Rep #5,Inbound Demo,2025-08-22,2025-09-07,52202.6,47674.28,0.0867,False,3972.86,88.3,False,False,,True,True,13.0,0.9555,40,15,False,0,2,5.54,3.26,77.3,44.8,3.7,False,False,False,,7.5,Healthy
ACC-000860,PossiblePage Account 0860,Retail,51-200,Scale,Sales Rep #8,Outbound,2025-01-19,2025-02-06,58028.8,46036.75,0.2067,False,3836.4,27.7,True,True,Beta checkout,True,True,33.0,0.2259,16,4,False,0,1,19.35,1.87,15.8,-47.7,1.6,False,False,False,,55.1,Risky
ACC-000861,PossiblePage Account 0861,Professional Services,1-10,Growth,Sales Rep #6,Referral,2025-04-18,2025-04-24,11940.74,10833.11,0.0928,False,902.76,85.0,False,False,,True,True,17.0,0.9535,30,21,False,1,2,9.54,4.47,78.5,42.8,3.8,False,False,False,,10.9,Healthy
ACC-000862,PossiblePage Account 0862,Financial Services,51-200,Starter,Sales Rep #7,Partner,2025-09-06,2025-09-17,4057.84,3800.85,0.0633,False,316.74,56.1,False,False,,False,False,,0.0,0,0,False,1,2,11.48,3.7,65.0,10.8,3.4,False,False,False,,34.2,Healthy
ACC-000863,PossiblePage Account 0863,Real Estate,11-50,Starter,Sales Rep #4,Partner,2025-04-28,2025-05-09,5804.41,5078.82,0.125,False,423.23,58.3,False,False,,True,True,18.0,0.6954,29,13,False,1,4,6.62,3.77,65.0,29.0,3.6,False,False,False,,21.2,Healthy
ACC-000864,PossiblePage Account 0864,Financial Services,11-50,Scale,Sales Rep #8,Paid Search,2025-12-27,2026-01-18,40881.49,34213.63,0.1631,False,2851.14,62.6,False,False,,True,True,21.0,0.6268,32,11,False,0,0,12.6,3.77,92.5,66.7,4.6,False,False,False,,16.9,Healthy
ACC-000865,PossiblePage Account 0865,Financial Services,51-200,Scale,Sales Rep #10,Referral,2025-01-16,2025-01-22,29789.72,27380.65,0.0809,False,2281.72,38.0,True,False,,True,True,23.0,0.4448,22,6,False,1,1,23.18,3.1,28.9,-17.0,2.6,False,False,False,,37.2,Watchlist
ACC-000866,PossiblePage Account 0866,Hospitality,11-50,Scale,Sales Rep #7,Paid Search,2025-10-31,2025-11-30,36996.88,32908.28,0.1105,False,2742.36,75.8,False,True,Advanced integrations,True,True,25.0,0.49,12,18,True,1,1,12.11,2.68,2.8,-72.2,1.4,True,True,True,Beta feature gap,55.4,Risky
ACC-000867,PossiblePage Account 0867,Hospitality,1-10,Starter,Sales Rep #1,Paid Search,2025-10-20,2025-11-17,7563.68,7296.41,0.0353,False,608.03,84.2,False,False,,False,False,,0.0,0,0,False,0,1,19.36,5.0,64.3,30.7,4.1,False,False,False,,26.2,Healthy
ACC-000868,PossiblePage Account 0868,Nonprofit,51-200,Growth,Sales Rep #5,Outbound,2025-12-18,2025-12-19,13357.89,10263.85,0.2316,False,855.32,38.5,True,True,Dynamic forms,True,False,52.0,0.2093,10,1,False,0,0,18.67,2.6,25.8,-19.7,2.5,False,False,False,,50.2,Watchlist
ACC-000869,PossiblePage Account 0869,Education,201-1000,Starter,Sales Rep #7,Outbound,2025-08-11,2025-09-04,3145.57,2783.61,0.1151,False,231.97,89.2,False,False,,True,True,9.0,0.7311,19,20,False,0,0,,,71.1,43.3,3.8,False,False,False,,13.5,Healthy
ACC-000870,PossiblePage Account 0870,Healthcare,1000+,Scale,Sales Rep #10,Outbound,2025-07-15,2025-07-21,37121.59,30796.33,0.1704,False,2566.36,58.2,False,True,Advanced integrations,True,True,16.0,0.4666,23,10,False,1,4,13.19,2.75,46.2,-13.8,2.7,False,False,False,,41.6,Watchlist
ACC-000871,PossiblePage Account 0871,Real Estate,11-50,Enterprise,Sales Rep #4,Inbound Demo,2025-08-01,2025-08-07,166510.47,152368.03,0.0849,False,12697.34,70.8,False,False,,True,True,5.0,0.5507,17,11,True,2,2,1.96,4.4,82.3,25.3,3.9,False,False,False,,20.7,Healthy
ACC-000872,PossiblePage Account 0872,Software,1-10,Growth,Sales Rep #3,Paid Search,2025-08-24,2025-09-09,14302.55,13032.07,0.0888,False,1086.01,62.7,False,True,Beta checkout,False,False,,0.0,0,0,False,0,0,10.88,3.4,34.4,-25.0,2.3,False,False,False,,47.2,Watchlist
ACC-000873,PossiblePage Account 0873,Software,11-50,Starter,Sales Rep #8,Referral,2025-12-31,2026-01-07,3708.63,2955.78,0.203,False,246.32,63.9,False,True,Dynamic forms,True,True,24.0,0.5249,10,7,False,2,2,14.5,3.07,47.0,11.3,3.0,False,False,False,,41.2,Watchlist
ACC-000874,PossiblePage Account 0874,Financial Services,11-50,Scale,Sales Rep #8,Paid Search,2025-02-11,2025-02-17,41760.73,36670.33,0.1219,False,3055.86,66.7,False,True,Advanced integrations,True,False,39.0,0.4972,22,15,False,0,2,15.97,2.93,55.4,1.0,3.2,False,False,False,,35.8,Watchlist
ACC-000875,PossiblePage Account 0875,Hospitality,201-1000,Growth,Sales Rep #5,Partner,2025-12-07,2025-12-12,11840.13,9326.62,0.2123,False,777.22,67.0,False,True,Advanced integrations,True,True,34.0,0.5038,15,15,False,0,1,13.12,2.75,54.3,13.2,3.2,False,False,False,,35.2,Watchlist
ACC-000876,PossiblePage Account 0876,Financial Services,201-1000,Growth,Sales Rep #10,Inbound Demo,2025-07-10,2025-07-11,18633.92,16420.38,0.1188,False,1368.37,83.4,False,False,,True,True,18.0,0.7414,32,13,True,1,1,7.59,3.9,88.2,61.8,4.3,False,False,False,,12.9,Healthy
ACC-000877,PossiblePage Account 0877,Financial Services,1-10,Growth,Sales Rep #5,Referral,2025-04-10,2025-04-19,17716.3,14011.4,0.2091,False,1167.62,26.5,True,False,,True,False,27.0,0.0901,13,2,False,2,2,18.82,3.1,43.2,0.0,2.7,False,False,False,,45.5,Watchlist
ACC-000878,PossiblePage Account 0878,Nonprofit,1-10,Growth,Sales Rep #2,Webinar,2025-06-18,2025-07-15,21213.08,18548.49,0.1256,False,1545.71,80.0,False,False,,True,True,20.0,1.0,24,21,True,2,3,7.99,4.66,89.6,54.2,4.2,False,False,False,,12.1,Healthy
ACC-000879,PossiblePage Account 0879,Professional Services,1-10,Growth,Sales Rep #8,Outbound,2025-11-20,2025-12-12,10982.16,9497.16,0.1352,False,791.43,69.0,False,False,,True,True,20.0,0.8671,32,17,True,2,2,6.86,3.63,71.8,30.3,4.0,False,False,False,,17.2,Healthy
ACC-000880,PossiblePage Account 0880,Healthcare,51-200,Growth,Sales Rep #1,Paid Search,2025-09-30,2025-10-09,20321.19,19083.32,0.0609,False,1590.28,63.1,False,False,,True,True,15.0,0.6975,24,19,False,0,0,,,70.5,29.8,3.5,False,False,False,,20.1,Healthy
ACC-000881,PossiblePage Account 0881,Healthcare,11-50,Scale,Sales Rep #9,Webinar,2025-05-04,2025-05-22,38260.66,35059.37,0.0837,False,2921.61,85.5,False,False,,True,True,5.0,0.7764,23,16,True,2,2,8.53,4.85,87.7,49.2,4.4,False,False,False,,14.1,Healthy
ACC-000882,PossiblePage Account 0882,Manufacturing,1-10,Growth,Sales Rep #5,Partner,2025-03-14,2025-04-06,13914.88,13110.4,0.0578,False,1092.53,96.9,False,True,Beta checkout,True,True,23.0,0.8498,29,14,False,0,0,12.41,3.4,49.8,17.0,3.4,False,False,False,,23.3,Healthy
ACC-000883,PossiblePage Account 0883,Retail,201-1000,Starter,Sales Rep #4,Inbound Demo,2025-05-27,2025-06-18,7981.51,7086.98,0.1121,False,590.58,32.0,True,False,,True,False,33.0,0.0,0,6,False,1,2,21.42,3.37,1.3,-48.8,1.2,True,True,True,Low product fit,62.4,Risky
ACC-000884,PossiblePage Account 0884,Financial Services,201-1000,Enterprise,Sales Rep #8,Inbound Demo,2025-09-08,2025-09-14,91958.82,91469.39,0.0053,False,7622.45,92.2,False,False,,True,True,15.0,0.8966,30,17,False,0,0,,,100.0,77.2,4.7,False,False,False,,7.5,Healthy
ACC-000885,PossiblePage Account 0885,Software,1-10,Scale,Sales Rep #2,Inbound Demo,2025-11-25,2025-12-22,47183.65,44474.01,0.0574,False,3706.17,83.3,False,False,,True,True,1.0,0.9111,29,21,False,0,2,13.95,3.7,96.5,75.5,4.7,False,False,False,,8.2,Healthy
ACC-000886,PossiblePage Account 0886,Nonprofit,1-10,Scale,Sales Rep #10,Inbound Demo,2025-11-01,2025-10-28,64693.86,57194.99,0.1159,True,4766.25,65.5,False,True,Beta checkout,True,True,19.0,0.3546,23,11,False,0,2,17.29,2.92,50.0,25.5,3.4,False,False,False,,38.5,Watchlist
ACC-000887,PossiblePage Account 0887,Professional Services,51-200,Growth,Sales Rep #8,Inbound Demo,2025-05-15,2025-05-18,11470.12,9963.95,0.1313,False,830.33,58.8,False,False,,True,True,10.0,0.4479,20,4,False,1,4,8.24,4.68,76.7,45.8,4.0,False,False,False,,23.6,Healthy
